#,2017-03-11
#,10:26:46
##,## 
#0,0.0432,0.172,67.8,0,.00381,.1,1,1,.244,.00381,.244,.244,.00381,.00381,0,0,0,.
408
seconds,CO,CO2,PMred,flow,fluetemp,ThermoCo,PMgreen,FlowGrav,COtemp,gastemp,rlas
temp,rboxtemp,glastemp,gboxtemp,gasboxRH,PMredRH,PMgrenRH,chiptemp
1.00,-3973,10090,147,10307,5878,210,6782,52740,89,6028,84,88,4426,5955,403,395,3
89,724
4.00,835,7022,147,10310,5880,210,7852,52780,88,6033,84,87,8466,5953,402,394,387,
724
7.00,927,3600,147,10458,5881,210,4550,52811,89,6035,85,88,4376,5956,399,395,387,
725
10.00,-1136,3525,147,10539,5882,210,7856,52836,88,6033,85,86,7684,5954,399,394,3
87,725
13.00,614,3501,147,10311,5882,210,6154,52858,89,6039,85,87,13306,5957,398,393,38
6,724
16.00,-72,3500,147,10537,5884,211,6413,52878,90,6040,84,87,5670,5956,399,393,386
,724
19.00,-190,3487,147,10310,5883,211,7880,52895,89,6043,84,87,10428,5956,397,393,3
87,725
22.00,193,3470,148,10539,5886,210,5404,52909,88,6045,85,86,5188,5956,397,393,385
,724
25.00,-93,3502,148,10537,5884,210,7882,52921,89,6046,84,88,9377,5958,398,392,385
,724
28.00,4,3489,147,10403,5887,210,4976,52932,89,6047,85,88,4654,5956,396,392,386,7
24
31.00,33,3404,148,10553,5887,210,7878,52941,88,6051,86,88,8282,5960,396,392,386,
724
34.00,-33,3401,147,10539,5887,210,4544,52950,89,6050,85,87,4374,5959,396,393,384
,725
37.00,13,3402,148,10723,5887,210,7869,52956,89,6054,85,87,7728,5960,395,392,385,
725
40.00,-3,3530,146,10537,5888,209,5975,52962,89,6054,84,87,13495,5960,396,393,385
,725
43.00,-9,3529,147,10720,5888,209,6418,52968,89,6059,85,88,5690,5961,396,393,384,
725
46.00,1,3454,147,10540,5888,209,7891,52971,89,6058,85,88,10487,5960,397,392,384,
725
49.00,-8,3530,147,10403,5891,209,5463,52974,90,6063,85,87,5262,5962,395,392,385,
725
52.00,-1,3530,148,10403,5889,208,7894,52980,89,6064,86,86,9546,5960,395,393,384,
724
55.00,-2,3583,148,10718,5889,208,5067,52981,88,6065,85,87,4750,5963,395,392,384,
725
58.00,-4,3582,146,10543,5889,208,7888,52983,89,6067,84,88,8508,5963,395,393,384,
725
61.00,-2,3582,148,10405,5889,208,4670,52986,89,6068,84,87,4417,5965,394,392,384,
726
64.00,1,3582,147,10721,5890,208,7880,52988,89,6074,84,88,7823,5965,395,391,383,7
26
67.00,-8,3583,147,10721,5889,208,5542,52990,89,6074,86,87,13842,5964,395,392,383
,725
70.00,-1,3583,148,10540,5891,209,6419,52990,88,6076,84,87,5708,5963,393,392,384,
725
73.00,-3,3583,146,10404,5890,209,7895,52992,89,6077,85,87,10524,5966,393,390,383
,725
76.00,-5,3583,147,10542,5890,209,5506,52992,89,6080,86,87,5309,5967,394,389,383,
724
79.00,-3,3582,146,10537,5890,209,7898,52992,89,6081,86,88,9648,5967,393,390,384,
725
82.00,-5,3583,147,10405,5888,209,5132,52994,89,6080,84,87,4812,5967,393,390,382,
725
85.00,-1,3506,146,10388,5889,209,7893,52994,88,6085,85,87,8661,5969,394,390,384,
725
88.00,-4,3507,147,10541,5889,209,4747,52994,89,6085,86,88,4461,5969,393,389,383,
725
91.00,1,3506,147,10403,5890,209,7885,52994,90,6088,86,87,7910,5970,394,390,384,7
25
94.00,-6,3634,147,10723,5890,209,4350,52994,89,6089,85,88,4412,5971,392,389,383,
726
97.00,-3,3584,147,10540,5888,209,7882,52994,91,6091,85,87,7872,5970,392,389,383,
725
100.00,-3,3636,146,10541,5888,209,4297,52996,89,6092,85,87,4439,5970,392,390,382
,725
