seconds,CO,CO2,PMred,flow,fluetemp,ThermoCo,PMgreen,FlowGrav,COtemp,gastemp,rlas,temp,rboxtemp,glastemp,gboxtemp,PMgrenRH,chiptemp
163.0,0.1296,676.304,9898.8,0.0,24.16302,22.6,6691.0,52998.0,27.084,29.40177,25.375999999999998,25.864,23.50389,27.16149,0.0,52.0,747.0
166.0,-0.1296,685.2479999999999,9763.199999999999,0.0,24.1935,22.5,6934.0,52997.0,27.328,29.40177,25.62,25.62,45.94479,27.15006,0.0,353.0,747.0
169.0,0.2592,685.42,9831.0,0.0,24.22017,22.5,6688.0,52998.0,27.084,29.409390000000002,25.375999999999998,25.62,23.52294,27.16149,0.0,54.0,747.0
172.0,0.0864,685.0759999999999,9831.0,0.0,24.25065,22.5,6911.0,52998.0,27.328,29.42463,25.62,25.864,46.07052,27.15387,0.0,353.0,747.0
175.0,0.0864,685.42,9898.8,0.0,24.27351,22.5,6691.0,52998.0,27.328,29.41701,25.864,25.864,23.51532,27.16149,0.0,52.0,747.0
178.0,0.0864,694.536,9898.8,0.0,24.29637,22.5,6909.0,52998.0,27.328,29.409390000000002,25.62,25.864,46.08195,27.15768,0.0,352.0,747.0
181.0,0.1728,694.1919999999999,9898.8,0.0,24.3078,22.5,6691.0,52998.0,27.328,29.409390000000002,25.375999999999998,25.62,23.51532,27.16149,0.0,53.0,748.0
184.0,0.0,702.9639999999999,9898.8,0.0,24.31923,22.5,6919.0,52997.0,27.328,29.4132,25.375999999999998,25.864,46.02861,27.15006,0.0,353.0,748.0
187.0,0.1296,702.9639999999999,9966.6,0.0,24.33447,22.5,6691.0,52998.0,27.328,29.41701,25.864,25.62,23.5077,27.16149,0.0,53.0,748.0
190.0,0.21600000000000003,712.0799999999999,9898.8,0.0,24.34971,22.5,6921.0,52998.0,27.084,29.40177,25.62,25.864,46.02861,27.16149,0.0,353.0,747.0
193.0,-0.1296,711.736,9898.8,0.0,24.36495,22.5,6692.0,52999.0,27.328,29.4132,25.864,25.864,23.5077,27.16911,0.0,353.0,747.0
196.0,0.0432,711.564,9898.8,0.0,24.37257,22.5,6920.0,52997.0,27.328,29.41701,25.375999999999998,25.375999999999998,46.03623,27.16911,0.0,352.0,748.0
199.0,0.1728,711.9079999999999,9898.8,0.0,24.38019,22.5,6691.0,52997.0,27.084,29.41701,25.62,25.62,23.52294,27.16149,0.0,53.0,748.0
202.0,-0.1296,725.1519999999999,9898.8,0.0,24.39162,22.5,6925.0,52998.0,27.084,29.41701,25.864,25.62,46.02099,27.17292,0.0,354.0,748.0
205.0,0.1296,725.324,9966.6,0.0,24.40305,22.5,6692.0,53000.0,27.084,29.42082,25.62,25.62,23.50389,27.17292,0.0,53.0,749.0
208.0,0.0432,725.1519999999999,9966.6,0.0,24.41067,22.5,6932.0,52998.0,27.328,29.4132,25.62,25.62,45.97527,27.1653,0.0,353.0,747.0
211.0,-0.1728,724.9799999999999,9966.6,0.0,24.4221,22.5,6691.0,52998.0,27.328,29.42082,25.375999999999998,25.375999999999998,23.51532,27.17292,0.0,353.0,747.0
214.0,0.2592,724.9799999999999,9966.6,0.0,24.43734,22.5,6912.0,52998.0,27.084,29.42082,25.62,25.62,46.07052,27.17292,0.0,353.0,747.0
217.0,-0.1728,725.1519999999999,9966.6,0.0,24.44877,22.700000000000003,6690.0,52998.0,27.572,29.42463,25.375999999999998,25.62,23.51913,27.16911,0.0,354.0,747.0
220.0,0.1296,725.1519999999999,9831.0,0.0,24.47925,26.6,6914.0,52998.0,27.084,29.42463,25.62,25.62,46.0629,27.17673,0.0,354.0,747.0
223.0,0.21600000000000003,720.5079999999999,9898.8,0.0,24.502110000000002,23.900000000000002,6692.0,52999.0,27.084,29.42463,25.864,25.62,23.51151,27.17673,0.0,54.0,748.0
226.0,0.1296,720.68,9831.0,0.0,24.53259,22.700000000000003,6916.0,52997.0,27.572,29.42463,25.62,25.375999999999998,46.05528,27.17673,0.0,354.0,748.0
229.0,0.5184,734.0959999999999,9966.6,0.0,24.54783,24.0,6693.0,52999.0,27.084,29.42082,25.62,25.864,23.51913,27.17673,0.0,353.0,748.0
232.0,0.7776000000000001,734.0959999999999,9966.6,0.0,24.56307,22.900000000000002,6913.0,52999.0,27.328,29.42844,25.62,25.62,46.06671,27.17292,0.0,353.0,748.0
235.0,0.7344,743.5559999999999,9966.6,0.0,24.58212,22.700000000000003,6693.0,52997.0,27.328,29.43987,25.864,25.375999999999998,23.51151,27.18054,0.0,354.0,748.0
238.0,1.2096,753.5319999999999,9966.6,0.0,24.597360000000002,22.700000000000003,6906.0,52998.0,27.084,29.42844,25.864,25.864,46.101,27.17673,0.0,354.0,748.0
241.0,1.296,764.54,9966.6,0.0,24.60117,23.1,6692.0,52998.0,27.328,29.43987,25.62,25.62,23.52294,27.17292,0.0,354.0,747.0
244.0,1.5984,766.4319999999999,9898.8,0.0,24.62022,23.200000000000003,6896.0,52997.0,27.084,29.42844,25.62,25.375999999999998,46.16196,27.18054,0.0,355.0,748.0
247.0,1.6416000000000002,768.324,9898.8,0.0,24.62403,23.200000000000003,6692.0,52997.0,27.328,29.43225,25.375999999999998,25.62,23.53056,27.18435,0.0,354.0,748.0
250.0,1.9008,782.944,9898.8,0.0,24.64308,24.1,6899.0,52998.0,27.084,29.43606,25.864,25.864,46.15053,27.17673,0.0,354.0,748.0
253.0,2.16,791.544,9898.8,0.0,24.64689,26.8,6692.0,52998.0,27.328,29.43606,25.375999999999998,25.864,23.53437,27.18054,0.0,353.0,748.0
256.0,2.5488,800.4879999999999,9898.8,0.0,24.67356,24.3,6887.0,52998.0,27.084,29.43606,25.864,25.864,46.19244,27.18816,0.0,354.0,748.0
259.0,2.9376,809.6039999999999,9966.6,0.0,24.68118,25.200000000000003,6694.0,53000.0,27.572,29.43606,25.864,25.62,23.52675,27.18054,0.0,353.0,749.0
262.0,3.1536,809.26,9831.0,0.0,24.69642,24.900000000000002,6884.0,52999.0,26.84,29.43606,25.375999999999998,25.864,46.22292,27.18816,0.0,355.0,748.0
265.0,3.1536,818.204,9898.8,0.0,24.70023,25.1,6694.0,52998.0,27.328,29.44749,25.375999999999998,25.864,23.52294,27.18816,0.0,354.0,748.0
268.0,3.1968,809.776,9831.0,0.0,24.70785,25.200000000000003,6894.0,52998.0,27.084,29.43987,25.62,25.62,46.18101,27.19197,0.0,353.0,747.0
271.0,3.8016,818.0319999999999,9966.6,0.0,24.70023,25.3,6693.0,52998.0,27.328,29.45511,25.375999999999998,25.62,23.53056,27.19959,0.0,353.0,748.0
274.0,3.1536,840.564,9898.8,0.0,24.70404,25.5,6895.0,52999.0,27.328,29.43987,25.62,25.62,46.15434,27.18435,0.0,352.0,748.0
277.0,3.024,849.852,9966.6,0.0,24.70785,27.200000000000003,6693.0,52998.0,27.084,29.43987,25.62,25.62,23.51532,27.18435,0.0,353.0,748.0
280.0,2.5488,849.852,9898.8,0.0,24.70785,26.0,6898.0,52998.0,27.328,29.43606,25.62,25.864,46.15434,27.19578,0.0,352.0,748.0
283.0,2.2896,849.852,9966.6,0.0,24.72309,26.200000000000003,6693.0,52998.0,27.084,29.43987,25.864,25.375999999999998,23.52294,27.19197,0.0,353.0,748.0
286.0,2.5488,849.68,9966.6,0.0,24.7269,26.5,6908.0,52998.0,27.328,29.44368,25.62,25.864,46.08576,27.18435,0.0,352.0,748.0
289.0,2.9376,849.852,9831.0,0.0,24.73452,27.3,6692.0,52997.0,27.328,29.4513,25.375999999999998,25.864,23.53818,27.19578,0.0,353.0,748.0
292.0,3.1968,850.0239999999999,9898.8,0.0,24.72309,27.400000000000002,6891.0,52998.0,27.084,29.44368,25.62,25.62,46.18482,27.19197,0.0,352.0,748.0
295.0,3.1968,836.2639999999999,9966.6,0.0,24.71547,27.3,6694.0,52998.0,27.084,29.4513,25.375999999999998,25.864,23.52294,27.19197,0.0,353.0,748.0
298.0,3.3696,836.608,9831.0,0.0,24.71928,27.700000000000003,6897.0,52999.0,27.328,29.4513,25.62,25.62,46.16577,27.19197,0.0,353.0,748.0
301.0,3.1104000000000003,849.68,9898.8,0.0,24.71547,27.900000000000002,6694.0,52998.0,27.572,29.4513,25.864,25.864,23.53056,27.19578,0.0,354.0,748.0
304.0,3.0672,858.968,9898.8,0.0,24.71547,28.3,6891.0,52998.0,27.328,29.45511,25.62,25.864,46.18863,27.19578,0.0,353.0,748.0
307.0,3.24,850.1959999999999,9966.6,0.0,24.71547,28.5,6693.0,52998.0,27.084,29.4513,25.62,25.62,23.53056,27.2034,0.0,353.0,748.0
310.0,3.6288,850.0239999999999,9966.6,0.0,24.70785,28.8,6896.0,52998.0,27.328,29.45511,25.62,25.62,46.17339,27.19959,0.0,353.0,749.0
313.0,3.7152000000000003,849.852,9966.6,0.0,24.70404,29.3,6695.0,52999.0,27.572,29.4513,25.375999999999998,25.864,23.54199,27.19959,0.0,353.0,748.0
316.0,4.0176,849.852,9898.8,0.0,24.70023,29.3,6886.0,52997.0,27.084,29.4513,25.864,25.375999999999998,46.20768,27.19197,0.0,353.0,748.0
319.0,3.9312,858.968,9966.6,0.0,24.68118,29.400000000000002,6694.0,52997.0,26.84,29.45892,25.375999999999998,25.62,23.53056,27.19959,0.0,352.0,749.0
322.0,3.9312,850.0239999999999,9966.6,0.0,24.67737,29.700000000000003,6904.0,52997.0,27.328,29.45892,25.62,25.62,46.12386,27.2034,0.0,353.0,747.0
325.0,3.7584000000000004,836.092,9966.6,0.0,24.65451,30.0,6695.0,52997.0,27.328,29.45511,25.62,25.62,23.52294,27.2034,0.0,352.0,748.0
328.0,3.4560000000000004,849.852,9898.8,0.0,24.64689,33.800000000000004,6904.0,52997.0,27.084,29.46273,25.62,25.864,46.11624,27.20721,0.0,352.0,748.0
331.0,3.3264,849.852,9831.0,0.0,24.63165,33.1,6695.0,52999.0,27.084,29.46654,25.62,25.864,23.52675,27.2034,0.0,352.0,748.0
334.0,3.24,850.1959999999999,9966.6,0.0,24.62403,31.8,6897.0,52999.0,27.328,29.45892,25.62,25.375999999999998,46.16958,27.19959,0.0,352.0,747.0
337.0,3.1536,858.7959999999999,10034.4,0.0,24.60879,32.300000000000004,6693.0,52998.0,27.084,29.46273,25.62,25.62,23.53818,27.20721,0.0,352.0,748.0
340.0,3.1536,850.0239999999999,9898.8,0.0,24.59355,31.200000000000003,6904.0,52998.0,27.328,29.46273,25.62,25.864,46.12005,27.2034,0.0,353.0,748.0
343.0,3.0672,849.852,9966.6,0.0,24.58212,31.5,6697.0,52996.0,27.328,29.46273,25.864,25.864,23.51532,27.20721,0.0,353.0,748.0
346.0,3.7152000000000003,840.564,9831.0,0.0,24.5745,31.700000000000003,6898.0,52998.0,27.084,29.45511,25.62,25.62,46.15434,27.2034,0.0,353.0,748.0
349.0,3.9744,849.852,9966.6,0.0,24.559260000000002,34.0,6694.0,53000.0,27.084,29.45511,25.62,25.864,23.5458,27.21102,0.0,352.0,748.0
352.0,4.1472,850.0239999999999,9966.6,0.0,24.55545,32.1,6886.0,52997.0,27.328,29.46654,25.62,25.864,46.21911,27.21102,0.0,352.0,748.0
355.0,4.32,849.68,9898.8,0.0,24.54402,32.4,6694.0,52998.0,27.328,29.46654,25.62,25.62,23.53818,27.20721,0.0,353.0,748.0
358.0,4.4496,849.68,9898.8,0.0,24.54402,35.9,6882.0,52998.0,27.328,29.47797,25.62,25.62,46.24578,27.21102,0.0,354.0,746.0
361.0,4.0608,849.68,9966.6,0.0,24.52878,33.1,6696.0,52999.0,27.328,29.47035,25.62,25.62,23.53818,27.21102,0.0,353.0,748.0
364.0,4.4928,850.1959999999999,9898.8,0.0,24.53259,34.6,6891.0,52999.0,27.328,29.46654,25.62,25.375999999999998,46.17339,27.21483,0.0,352.0,748.0
367.0,4.8384,850.0239999999999,9831.0,0.0,24.52497,33.6,6696.0,52998.0,27.328,29.46654,25.62,25.62,23.53437,27.21102,0.0,352.0,748.0
370.0,4.9248,850.1959999999999,9898.8,0.0,24.51735,34.300000000000004,6879.0,52998.0,27.328,29.47035,25.62,25.62,46.25721,27.20721,0.0,351.0,748.0
373.0,4.8384,858.7959999999999,9966.6,0.0,24.521160000000002,33.800000000000004,6695.0,52999.0,27.084,29.46654,25.62,25.864,23.54199,27.21102,0.0,352.0,748.0
376.0,4.3632,858.7959999999999,9966.6,0.0,24.50973,34.4,6883.0,52999.0,27.328,29.48178,25.864,25.375999999999998,46.24959,27.21102,0.0,352.0,748.0
379.0,4.0176,858.968,9966.6,0.0,24.50592,34.9,6693.0,52999.0,27.084,29.47035,25.375999999999998,25.864,23.55342,27.21483,0.0,352.0,747.0
382.0,3.8448,850.1959999999999,9898.8,0.0,24.49449,34.6,6884.0,52999.0,27.328,29.47035,25.864,25.62,46.23816,27.20721,0.0,351.0,748.0
385.0,3.9312,836.2639999999999,9898.8,0.0,24.49068,35.4,6696.0,52999.0,27.572,29.47416,25.864,25.62,23.54199,27.21483,0.0,352.0,748.0
388.0,3.9744,849.852,9898.8,0.0,24.49068,36.6,6874.0,52998.0,27.328,29.48178,25.864,25.864,46.28769,27.20721,0.0,352.0,748.0
391.0,3.9312,841.0799999999999,9966.6,0.0,24.483060000000002,37.0,6697.0,52998.0,27.084,29.48178,25.864,25.62,23.55723,27.21864,0.0,352.0,748.0
394.0,3.8016,850.1959999999999,9966.6,0.0,24.47163,35.9,6882.0,52998.0,27.328,29.47797,25.864,25.375999999999998,46.25721,27.21483,0.0,352.0,748.0
397.0,4.276800000000001,841.0799999999999,9898.8,0.0,24.464010000000002,36.6,6695.0,52999.0,27.328,29.48559,25.864,25.864,23.54961,27.21102,0.0,353.0,748.0
400.0,4.4064000000000005,841.424,9966.6,0.0,24.464010000000002,36.2,6875.0,52997.0,27.572,29.48178,25.62,25.62,46.2915,27.21864,0.0,352.0,748.0
403.0,4.1904,828.0079999999999,9898.8,0.0,24.45639,36.800000000000004,6697.0,52997.0,27.084,29.48178,25.864,25.864,23.53437,27.22626,0.0,352.0,747.0
406.0,4.4496,841.424,9898.8,0.0,24.44877,36.7,6884.0,52999.0,27.328,29.48559,25.864,25.62,46.21911,27.21864,0.0,352.0,748.0
409.0,4.4928,841.424,9898.8,0.0,24.45258,36.9,6696.0,52999.0,27.328,29.48559,25.375999999999998,25.375999999999998,23.55342,27.22245,0.0,353.0,747.0
412.0,4.7952,841.5959999999999,9898.8,0.0,24.45639,37.2,6855.0,52998.0,27.328,29.48559,25.62,25.864,46.38675,27.21102,0.0,352.0,747.0
415.0,4.752000000000001,841.5959999999999,9898.8,0.0,24.45258,38.5,6696.0,53000.0,27.328,29.4894,25.62,25.62,23.56866,27.21483,0.0,352.0,748.0
418.0,4.7952,841.252,9898.8,0.0,24.45639,38.0,6858.0,52998.0,27.084,29.49321,25.864,25.62,46.3677,27.21864,0.0,352.0,748.0
421.0,4.4064000000000005,841.5959999999999,9966.6,0.0,24.44877,38.6,6696.0,52997.0,27.572,29.49321,25.62,25.62,23.54961,27.22245,0.0,352.0,749.0
424.0,4.276800000000001,841.9399999999999,9966.6,0.0,24.44877,37.800000000000004,6863.0,52997.0,27.572,29.49321,25.864,25.62,46.33341,27.22245,0.0,352.0,748.0
427.0,4.104,842.112,9898.8,0.0,24.444960000000002,38.1,6694.0,52999.0,27.328,29.50464,25.375999999999998,25.864,23.56485,27.21483,0.0,352.0,748.0
430.0,4.5360000000000005,842.4559999999999,9898.8,0.0,24.44877,38.400000000000006,6874.0,52999.0,27.084,29.50083,25.62,25.62,46.28769,27.22245,0.0,352.0,749.0
433.0,4.6656,833.684,9966.6,0.0,24.43734,38.300000000000004,6697.0,52999.0,27.572,29.50464,25.864,25.864,23.5458,27.22626,0.0,352.0,747.0
436.0,4.7088,833.8559999999999,9966.6,0.0,24.444960000000002,38.7,6865.0,52998.0,27.328,29.50464,25.864,25.864,46.3296,27.22245,0.0,351.0,748.0
439.0,4.9248,834.372,9898.8,0.0,24.43734,39.900000000000006,6697.0,52997.0,27.328,29.49321,25.864,25.62,23.55342,27.22245,0.0,352.0,749.0
442.0,4.7952,834.7159999999999,9966.6,0.0,24.44115,39.1,6881.0,52998.0,27.572,29.50083,25.864,25.62,46.2534,27.21483,0.0,352.0,748.0
445.0,4.6224,834.8879999999999,9898.8,0.0,24.44115,40.1,6696.0,52998.0,27.328,29.50083,25.62,25.864,23.54961,27.23007,0.0,352.0,748.0
448.0,4.7088,835.5759999999999,9966.6,0.0,24.43734,39.7,6873.0,52998.0,27.084,29.50083,25.62,25.62,46.2915,27.22245,0.0,352.0,748.0
451.0,4.7088,836.092,9831.0,0.0,24.43353,39.7,6698.0,52998.0,27.572,29.49702,25.62,25.864,23.54961,27.22626,0.0,351.0,749.0
454.0,4.7088,836.092,9966.6,0.0,24.42972,40.900000000000006,6879.0,52997.0,27.328,29.50083,25.62,25.864,46.26483,27.21864,0.0,353.0,748.0
457.0,5.2272,834.7159999999999,9831.0,0.0,24.425910000000002,40.5,6697.0,52998.0,27.084,29.51226,25.864,25.375999999999998,23.54961,27.22626,0.0,352.0,747.0
460.0,5.0544,831.9639999999999,9966.6,0.0,24.425910000000002,40.6,6864.0,52998.0,27.084,29.50845,25.62,25.62,46.34484,27.22245,0.0,352.0,747.0
463.0,5.4432,828.5239999999999,9966.6,0.0,24.4221,41.6,6697.0,52998.0,27.328,29.50464,25.62,25.62,23.56104,27.22245,0.0,352.0,748.0
466.0,5.3136,825.4279999999999,9966.6,0.0,24.41829,43.5,6872.0,52999.0,27.084,29.50083,25.62,25.62,46.32579,27.22245,0.0,353.0,749.0
469.0,5.6592,823.536,9831.0,0.0,24.425910000000002,41.400000000000006,6698.0,52997.0,27.572,29.51226,25.375999999999998,25.375999999999998,23.55723,27.23007,0.0,353.0,747.0
472.0,5.8752,823.1919999999999,9898.8,0.0,24.4221,43.400000000000006,6878.0,52999.0,27.084,29.50464,25.864,25.864,46.28388,27.23007,0.0,353.0,748.0
475.0,5.832000000000001,823.02,9898.8,0.0,24.42972,43.900000000000006,6696.0,52998.0,27.328,29.51988,25.62,25.864,23.55342,27.23769,0.0,353.0,748.0
478.0,6.091200000000001,822.848,9966.6,0.0,24.425910000000002,41.5,6869.0,52998.0,27.572,29.51226,25.864,25.62,46.29912,27.23007,0.0,352.0,748.0
481.0,6.048,822.848,10034.4,0.0,24.41829,42.300000000000004,6698.0,52998.0,27.328,29.51607,25.375999999999998,25.375999999999998,23.55723,27.22245,0.0,353.0,748.0
