seconds,CO,CO2,PMred,flow,fluetemp,ThermoCo,PMgreen,FlowGrav,COtemp,gastemp,rlas,temp,rboxtemp,glastemp,gboxtemp,PMgrenRH,chiptemp
391.0,0.648,725.324,9966.6,0.0,24.25446,6553.6,6641.0,52997.0,26.352,28.28544,24.644,25.131999999999998,22.97811,26.20137,0.0,368.0,744.0
394.0,0.648,725.496,9898.8,0.0,24.28113,6553.6,7364.0,52998.0,26.596,28.28925,24.644,24.887999999999998,43.76547,26.19756,0.0,368.0,744.0
397.0,0.5184,716.5519999999999,10034.4,0.0,24.30018,6553.6,6640.0,52999.0,26.108,28.29306,24.4,24.644,22.99335,26.2128,0.0,370.0,744.0
400.0,0.5616,716.38,9966.6,0.0,24.31161,6553.6,7355.0,52996.0,26.352,28.28544,24.644,25.131999999999998,43.82262,26.20137,0.0,369.0,743.0
403.0,0.5616,725.324,9898.8,0.0,24.31542,6553.6,6644.0,52998.0,26.352,28.30068,24.644,24.644,22.98573,26.20899,0.0,369.0,744.0
406.0,0.648,725.6679999999999,9966.6,0.0,24.33066,6553.6,7352.0,52999.0,26.596,28.30068,24.887999999999998,24.887999999999998,43.83405,26.20518,0.0,369.0,744.0
409.0,0.6048,725.496,9898.8,0.0,24.34209,6553.6,6642.0,52998.0,26.108,28.3083,24.887999999999998,24.644,22.98573,26.20899,0.0,371.0,743.0
412.0,0.5616,734.4399999999999,9898.8,0.0,24.35733,6553.6,7352.0,52999.0,26.352,28.30449,24.887999999999998,24.887999999999998,43.815,26.22042,0.0,370.0,744.0
415.0,0.7344,748.0279999999999,9966.6,0.0,24.36495,6553.6,6645.0,52999.0,26.352,28.31973,24.644,25.131999999999998,22.98954,26.21661,0.0,370.0,745.0
418.0,0.5184,748.0279999999999,9898.8,0.0,24.37638,6553.6,7352.0,52998.0,26.108,28.3083,24.887999999999998,25.131999999999998,43.81881,26.21661,0.0,370.0,744.0
421.0,0.5616,734.784,10034.4,0.0,24.384,6553.6,6643.0,52998.0,26.596,28.31973,24.4,24.644,22.97811,26.20899,0.0,369.0,744.0
424.0,0.648,748.544,9966.6,0.0,24.39543,6553.6,7357.0,52998.0,26.108,28.31592,24.887999999999998,24.644,43.78833,26.22042,0.0,370.0,744.0
427.0,0.5184,748.544,9966.6,0.0,24.39543,6553.6,6645.0,52998.0,26.108,28.31592,24.887999999999998,24.887999999999998,22.98573,26.21661,0.0,370.0,744.0
430.0,0.6048,749.06,9966.6,0.0,24.40686,6553.6,7360.0,52997.0,26.352,28.31973,24.887999999999998,24.887999999999998,43.7769,26.22423,0.0,369.0,744.0
433.0,0.5616,749.232,10034.4,0.0,24.40686,6553.6,6643.0,52996.0,26.352,28.31592,24.644,24.644,22.99335,26.22042,0.0,370.0,744.0
436.0,0.38880000000000003,749.404,9966.6,0.0,24.41448,6553.6,7344.0,52998.0,26.352,28.31973,24.644,24.887999999999998,43.87596,26.22042,0.0,369.0,743.0
439.0,0.5616,749.7479999999999,9966.6,0.0,24.4221,6553.6,6646.0,52997.0,26.596,28.32354,24.887999999999998,25.131999999999998,22.99335,26.23185,0.0,369.0,745.0
442.0,0.7776000000000001,750.092,9831.0,0.0,24.4221,6553.6,7343.0,52998.0,26.108,28.33116,24.644,24.887999999999998,43.8912,26.22423,0.0,370.0,744.0
445.0,0.38880000000000003,750.2639999999999,9966.6,0.0,24.44115,6553.6,6648.0,52997.0,26.108,28.33116,24.644,25.131999999999998,22.98573,26.22423,0.0,370.0,744.0
448.0,0.648,750.9519999999999,9966.6,0.0,24.444960000000002,6553.6,7355.0,52997.0,26.108,28.33878,24.644,24.887999999999998,43.815,26.22804,0.0,370.0,744.0
451.0,0.5616,750.9519999999999,9966.6,0.0,24.444960000000002,6553.6,6643.0,52997.0,26.108,28.33497,24.887999999999998,25.131999999999998,22.99335,26.23185,0.0,370.0,743.0
454.0,0.43200000000000005,751.1239999999999,10034.4,0.0,24.4602,6553.6,7345.0,52999.0,26.352,28.34259,24.644,24.887999999999998,43.87977,26.23566,0.0,370.0,744.0
457.0,0.43200000000000005,758.8639999999999,9966.6,0.0,24.464010000000002,6553.6,6647.0,52998.0,26.352,28.34259,24.887999999999998,24.644,22.99335,26.24328,0.0,369.0,745.0
460.0,0.4752,756.4559999999999,9966.6,0.0,24.45639,6553.6,7358.0,52997.0,26.596,28.3464,24.644,24.887999999999998,43.80738,26.24328,0.0,369.0,744.0
