seconds,CO,CO2,PMred,DP,fluetemp,ThermoCo,PMgreen,FlowGrav,COtemp,gastemp,rlas,temp,rboxtemp,glastemp,gboxtemp,chiptemp
292.0,5.2704,800.3159999999999,9898.8,0.4578048780487805,24.08682,34.800000000000004,7324.0,52999.0,26.108,28.39212,24.644,25.131999999999998,43.88739,26.28519,0.0,745.0
295.0,5.0976,787.2439999999999,9831.0,0.462219512195122,24.0792,34.800000000000004,6641.0,52998.0,26.352,28.39593,24.887999999999998,25.131999999999998,23.01621,26.289,0.0,746.0
298.0,4.7952,796.016,9966.6,0.47236585365853656,24.0792,36.2,7318.0,52998.0,26.352,28.38831,24.887999999999998,24.887999999999998,43.92549,26.289,0.0,745.0
301.0,4.7088,809.26,9966.6,0.46007317073170734,24.08682,35.4,6645.0,52999.0,26.352,28.40355,24.887999999999998,24.644,23.00478,26.289,0.0,745.0
304.0,5.0976,809.26,9898.8,0.47009756097560973,24.08301,35.6,7324.0,52997.0,26.352,28.39974,24.887999999999998,24.887999999999998,43.87977,26.289,0.0,744.0
307.0,5.184,800.3159999999999,9966.6,0.4577317073170732,24.08301,36.9,6642.0,52997.0,26.352,28.40355,24.887999999999998,24.887999999999998,23.00859,26.30424,0.0,744.0
310.0,5.184,800.4879999999999,9966.6,0.46231707317073173,24.07539,36.2,7325.0,52998.0,26.108,28.40736,25.131999999999998,24.887999999999998,43.88358,26.30043,0.0,744.0
313.0,5.2704,791.544,9966.6,0.45214634146341465,24.0792,36.4,6643.0,52998.0,26.108,28.41498,24.644,25.131999999999998,23.00859,26.30043,0.0,744.0
316.0,5.7024,800.3159999999999,9898.8,0.46226829268292685,24.08682,36.5,7325.0,52999.0,26.596,28.41117,24.887999999999998,24.887999999999998,43.86834,26.30043,0.0,745.0
319.0,5.7024,800.4879999999999,9898.8,0.46226829268292685,24.07539,36.9,6643.0,52998.0,26.352,28.4226,24.644,25.131999999999998,23.00478,26.30043,0.0,744.0
322.0,6.091200000000001,800.4879999999999,9966.6,0.4645365853658537,24.06015,37.1,7324.0,52998.0,26.352,28.41498,24.644,25.131999999999998,43.88739,26.30424,0.0,744.0
325.0,6.1344,800.66,9898.8,0.4577560975609756,24.05634,40.7,6645.0,52998.0,26.108,28.41498,25.131999999999998,25.375999999999998,23.00478,26.30043,0.0,744.0
328.0,5.7888,809.776,9966.6,0.4599756097560976,24.05253,37.6,7322.0,52998.0,26.108,28.41879,25.131999999999998,24.887999999999998,43.89882,26.30424,0.0,745.0
331.0,5.7024,809.088,9966.6,0.4644878048780488,24.0411,37.7,6645.0,52998.0,26.108,28.43022,24.887999999999998,24.887999999999998,23.00097,26.30424,0.0,746.0
334.0,5.6592,809.4319999999999,9898.8,0.4645365853658537,24.05253,39.6,7326.0,52998.0,26.108,28.42641,25.131999999999998,24.887999999999998,43.87215,26.30043,0.0,745.0
337.0,5.6160000000000005,809.26,9898.8,0.46,24.04491,38.5,6643.0,52998.0,26.108,28.42641,25.131999999999998,25.375999999999998,23.00859,26.30805,0.0,745.0
340.0,6.0048,818.376,9898.8,0.4616585365853659,24.04491,38.6,7315.0,52997.0,26.352,28.42641,25.131999999999998,25.131999999999998,43.94454,26.31186,0.0,746.0
343.0,6.1776,818.376,9898.8,0.45778048780487807,24.03348,38.800000000000004,6647.0,53000.0,26.352,28.43022,25.131999999999998,24.644,23.00859,26.30424,0.0,745.0
346.0,6.0048,818.5479999999999,9898.8,0.44778048780487806,24.02967,41.1,7313.0,52998.0,26.108,28.4226,25.131999999999998,24.887999999999998,43.95216,26.31186,0.0,744.0
349.0,5.961600000000001,804.7879999999999,9898.8,0.46002439024390246,24.03348,39.6,6644.0,52999.0,26.352,28.43403,25.131999999999998,24.887999999999998,23.01621,26.31567,0.0,744.0
352.0,5.7024,809.4319999999999,9966.6,0.4600975609756098,24.03729,39.400000000000006,7319.0,53000.0,26.352,28.42641,25.131999999999998,24.887999999999998,43.93692,26.31186,0.0,745.0
355.0,5.6592,809.26,9966.6,0.46202439024390246,24.03348,39.7,6647.0,52997.0,26.352,28.44165,24.644,25.131999999999998,23.01621,26.31948,0.0,745.0
358.0,6.0048,809.4319999999999,9831.0,0.46007317073170734,24.02586,39.900000000000006,7314.0,52999.0,26.108,28.44165,25.131999999999998,25.131999999999998,43.94073,26.31567,0.0,745.0
361.0,5.5296,809.4319999999999,9831.0,0.45778048780487807,24.01062,40.2,6644.0,52998.0,26.596,28.44165,24.887999999999998,25.131999999999998,23.02002,26.31948,0.0,745.0
364.0,5.1408000000000005,809.6039999999999,9898.8,0.4701463414634146,24.003,40.2,7313.0,52999.0,26.108,28.43784,24.887999999999998,24.887999999999998,43.9674,26.31948,0.0,745.0
367.0,4.9248,809.6039999999999,9898.8,0.4627317073170732,24.01824,41.2,6647.0,52997.0,26.108,28.43784,25.131999999999998,25.131999999999998,23.00859,26.31567,0.0,745.0
370.0,4.3632,809.4319999999999,9898.8,0.46014634146341465,24.00681,42.900000000000006,7313.0,52997.0,26.108,28.43784,25.131999999999998,24.887999999999998,43.95978,26.31567,0.0,746.0
373.0,4.6224,809.26,9898.8,0.4622439024390244,24.00681,40.800000000000004,6646.0,52999.0,26.108,28.44546,24.644,24.644,23.00478,26.31948,0.0,744.0
376.0,5.0544,809.776,9831.0,0.4578780487804878,24.003,41.300000000000004,7311.0,52997.0,26.352,28.44927,24.644,24.887999999999998,43.96359,26.32329,0.0,745.0
379.0,5.1408000000000005,809.776,9898.8,0.43541463414634146,24.02205,41.1,6648.0,52997.0,26.352,28.45308,24.644,25.131999999999998,23.02002,26.31948,0.0,745.0
382.0,5.0544,800.8319999999999,9831.0,0.46234146341463417,24.02586,42.5,7310.0,52998.0,26.352,28.44927,24.887999999999998,24.887999999999998,43.98264,26.33472,0.0,745.0
385.0,5.2272,800.8319999999999,9966.6,0.46226829268292685,24.04872,42.900000000000006,6649.0,52996.0,26.596,28.44165,25.131999999999998,24.887999999999998,23.01621,26.3271,0.0,745.0
388.0,4.968,801.0039999999999,9966.6,0.46231707317073173,24.06396,42.0,7310.0,52999.0,26.108,28.44546,25.131999999999998,25.131999999999998,43.97121,26.3271,0.0,745.0
391.0,5.0112000000000005,787.76,9831.0,0.46002439024390246,24.08301,42.2,6648.0,52998.0,26.352,28.45308,24.887999999999998,24.887999999999998,23.01621,26.3271,0.0,745.0
394.0,5.356800000000001,787.76,9898.8,0.4645609756097561,24.08301,42.6,7309.0,52997.0,26.108,28.45308,25.131999999999998,24.887999999999998,43.98645,26.3271,0.0,745.0
397.0,5.8752,787.9319999999999,9831.0,0.46231707317073173,24.08301,42.7,6647.0,52999.0,26.352,28.46451,24.887999999999998,24.887999999999998,23.02383,26.32329,0.0,745.0
400.0,6.3936,801.1759999999999,9966.6,0.4600975609756098,24.08301,42.800000000000004,7300.0,52998.0,26.108,28.46832,24.887999999999998,24.644,44.03598,26.33472,0.0,745.0
403.0,6.091200000000001,801.1759999999999,9898.8,0.46451219512195124,24.07539,43.2,6648.0,52999.0,26.352,28.45689,25.131999999999998,24.887999999999998,23.02764,26.32329,0.0,745.0
406.0,5.832000000000001,801.1759999999999,9966.6,0.46419512195121954,24.08682,43.300000000000004,7308.0,52998.0,26.352,28.4607,25.131999999999998,24.644,43.99026,26.33091,0.0,745.0
409.0,5.2704,792.5759999999999,9966.6,0.4600487804878049,24.09063,43.300000000000004,6649.0,52996.0,26.596,28.46451,24.887999999999998,24.887999999999998,23.02383,26.33472,0.0,745.0
412.0,5.7456000000000005,792.5759999999999,9966.6,0.4600975609756098,24.09825,43.5,7303.0,52997.0,26.352,28.46451,25.131999999999998,24.887999999999998,43.99788,26.33472,0.0,745.0
415.0,6.696000000000001,793.092,9831.0,0.46451219512195124,24.10206,44.1,6650.0,52999.0,26.352,28.46832,24.887999999999998,24.887999999999998,23.02764,26.33853,0.0,744.0
418.0,6.9552000000000005,793.092,9831.0,0.4645609756097561,24.09825,48.5,7303.0,52998.0,26.108,28.45689,25.131999999999998,24.644,44.01693,26.33472,0.0,745.0
421.0,7.516800000000001,793.4359999999999,9966.6,0.46007317073170734,24.09825,44.5,6651.0,52998.0,26.352,28.47213,24.644,24.644,23.02383,26.34996,0.0,745.0
424.0,7.8624,780.536,9966.6,0.46239024390243905,24.09063,45.0,7307.0,52998.0,26.352,28.46832,24.887999999999998,24.887999999999998,43.99407,26.34996,0.0,744.0
427.0,7.6032,793.9519999999999,9831.0,0.4600975609756098,24.09444,44.900000000000006,6652.0,52998.0,26.596,28.46832,25.131999999999998,25.131999999999998,23.02383,26.34234,0.0,746.0
430.0,7.041600000000001,794.2959999999999,9898.8,0.46014634146341465,24.09063,45.7,7305.0,52997.0,26.596,28.47213,25.131999999999998,24.887999999999998,44.02455,26.34234,0.0,745.0
433.0,6.9552000000000005,794.2959999999999,9966.6,0.45,24.09444,45.5,6650.0,53000.0,26.108,28.47213,25.131999999999998,25.131999999999998,23.03526,26.34234,0.0,745.0
436.0,6.5232,803.9279999999999,9898.8,0.46463414634146344,24.1173,47.5,7305.0,52998.0,26.108,28.46832,25.131999999999998,24.887999999999998,44.00931,26.33853,0.0,745.0
