seconds,CO,CO2,PMred,flow,fluetemp,ThermoCo,PMgreen,FlowGrav,COtemp,gastemp,rlas,temp,rboxtemp,glastemp,gboxtemp,gasboxRH,PMgrenRH,chiptemp
1009.0,26.006400000000003,1240.464,9898.8,0.0,28.56357,99.4,7854.0,52998.0,23.912,25.57272,22.692,23.18,41.07561,24.06015,0.0,0.0,434.0,734.0
1012.0,25.876800000000003,1240.636,10034.4,0.0,28.59786,99.4,6002.0,52998.0,24.156,25.56129,22.692,22.936,22.36089,24.06015,0.0,0.0,33.0,734.0
1015.0,25.3584,1240.636,9966.6,0.0,28.62834,99.30000000000001,7854.0,52997.0,24.4,25.57272,22.692,23.18,41.07561,24.06015,0.0,0.0,432.0,735.0
1018.0,25.272000000000002,1240.636,10034.4,0.0,28.59405,99.4,6002.0,52998.0,24.156,25.57653,22.692,23.18,22.37994,24.06396,0.0,0.0,30.0,734.0
1021.0,25.2288,1218.2759999999998,10034.4,0.0,28.58262,99.5,7851.0,52998.0,24.156,25.58415,22.692,23.18,41.09847,24.06015,0.0,0.0,431.0,734.0
1024.0,25.0992,1254.052,10034.4,0.0,28.54452,99.0,6006.0,52998.0,23.912,25.58796,22.692,22.692,22.38756,24.06015,0.0,0.0,31.0,734.0
1027.0,24.883200000000002,1240.636,10034.4,0.0,28.50642,99.10000000000001,7850.0,52998.0,24.156,25.59939,22.692,23.18,41.12133,24.05634,0.0,0.0,430.0,734.0
1030.0,24.883200000000002,1240.636,9966.6,0.0,28.47975,99.30000000000001,6018.0,52999.0,23.912,25.59939,22.692,22.936,22.39137,24.06396,0.0,0.0,30.0,735.0
1033.0,24.6672,1218.4479999999999,9966.6,0.0,28.44546,99.10000000000001,7850.0,53000.0,23.912,25.59939,22.692,23.18,41.1099,24.07158,0.0,0.0,431.0,735.0
1036.0,24.9696,1240.636,10034.4,0.0,28.41879,99.10000000000001,6010.0,53000.0,24.156,25.61082,22.448,23.18,22.4028,24.07539,0.0,0.0,30.0,735.0
1039.0,24.9696,1218.2759999999998,10034.4,0.0,28.36164,99.30000000000001,7849.0,52997.0,24.156,25.61844,22.936,22.936,41.13276,24.06777,0.0,0.0,430.0,734.0
1042.0,25.272000000000002,1240.9799999999998,10034.4,0.0,28.33497,99.5,6017.0,52999.0,24.4,25.62225,22.692,22.936,22.40661,24.06396,0.0,0.0,432.0,735.0
1045.0,25.5744,1218.62,9966.6,0.0,28.30449,99.30000000000001,7847.0,52998.0,23.912,25.62987,22.692,23.18,41.13657,24.0792,0.0,0.0,432.0,733.0
1048.0,25.3584,1222.9199999999998,9966.6,0.0,28.30068,99.5,6019.0,52998.0,23.912,25.62225,22.448,22.936,22.41042,24.07158,0.0,0.0,33.0,735.0
1051.0,26.0928,1222.5759999999998,9966.6,0.0,28.32735,99.4,7845.0,52999.0,24.4,25.62606,22.936,22.936,41.18229,24.0792,0.0,0.0,433.0,735.0
1054.0,26.9568,1222.9199999999998,10034.4,0.0,28.36164,99.30000000000001,6026.0,52999.0,24.156,25.63749,22.692,22.936,22.42566,24.07539,0.0,0.0,35.0,735.0
1057.0,27.2592,1204.86,10034.4,0.0,28.36545,99.7,7839.0,53000.0,23.912,25.63749,22.692,23.18,41.2242,24.09063,0.0,0.0,438.0,734.0
1060.0,28.3824,1205.204,9966.6,0.0,28.36926,99.5,6031.0,52997.0,24.156,25.64511,22.936,22.692,22.44852,24.07539,0.0,0.0,37.0,734.0
1063.0,28.555200000000003,1222.7479999999998,9898.8,0.0,28.36164,99.7,7836.0,52999.0,23.912,25.652730000000002,22.692,22.936,41.27373,24.09444,0.0,0.0,436.0,734.0
1066.0,28.209600000000002,1240.636,10034.4,0.0,28.37688,100.4,6037.0,52998.0,24.156,25.64511,22.692,23.18,22.45233,24.09444,0.0,0.0,433.0,735.0
1069.0,30.2832,1240.808,9966.6,0.0,28.3845,99.60000000000001,7841.0,52998.0,24.4,25.652730000000002,22.692,22.936,41.20896,24.10587,0.0,0.0,429.0,735.0
1072.0,27.4752,1240.808,9898.8,0.0,28.39212,99.7,6032.0,52998.0,24.156,25.66797,22.936,23.18,22.45614,24.09825,0.0,0.0,29.0,734.0
1075.0,26.395200000000003,1254.224,9966.6,0.0,28.36926,99.9,7838.0,52999.0,23.912,25.66797,22.692,23.18,41.25468,24.09825,0.0,0.0,425.0,735.0
1078.0,25.488000000000003,1218.2759999999998,9898.8,0.0,28.30068,99.5,6046.0,52999.0,24.156,25.66797,22.936,22.936,22.46757,24.08682,0.0,0.0,21.0,735.0
1081.0,23.6736,1240.636,10034.4,0.0,28.27782,99.2,7829.0,52998.0,24.156,25.66797,22.936,22.936,41.31183,24.09444,0.0,0.0,422.0,735.0
1084.0,23.4144,1240.9799999999998,10034.4,0.0,28.24734,99.2,6050.0,52997.0,24.4,25.68702,22.692,23.18,22.46757,24.08682,0.0,0.0,424.0,735.0
1087.0,21.945600000000002,1223.0919999999999,9966.6,0.0,28.22829,99.80000000000001,7838.0,52998.0,24.156,25.690830000000002,22.936,22.692,41.27373,24.08682,0.0,0.0,425.0,734.0
1090.0,22.075200000000002,1205.032,9898.8,0.0,28.22067,99.4,6049.0,52999.0,24.156,25.69845,22.936,22.936,22.46757,24.08301,0.0,0.0,27.0,735.0
1093.0,22.248,1222.7479999999998,9966.6,0.0,28.22067,99.4,7834.0,52998.0,24.156,25.70226,22.692,22.936,41.29278,24.09444,0.0,0.0,427.0,734.0
1096.0,23.1552,1209.676,9966.6,0.0,28.21686,99.10000000000001,6053.0,52998.0,24.156,25.69845,22.936,22.936,22.49424,24.09825,0.0,0.0,29.0,734.0
1099.0,24.0192,1209.676,10034.4,0.0,28.19781,99.4,7826.0,52997.0,23.912,25.70607,22.692,22.936,41.36136,24.09444,0.0,0.0,429.0,734.0
1102.0,24.235200000000003,1209.676,9898.8,0.0,28.182570000000002,99.5,6056.0,52999.0,24.156,25.72131,22.692,23.18,22.50186,24.10206,0.0,0.0,30.0,735.0
1105.0,24.9696,1209.3319999999999,9898.8,0.0,28.19019,99.4,7826.0,52998.0,24.4,25.72131,23.18,22.936,41.35374,24.1173,0.0,0.0,433.0,735.0
1108.0,25.92,1209.676,9898.8,0.0,28.182570000000002,99.4,6064.0,52998.0,23.912,25.7175,22.936,23.18,22.50186,24.10968,0.0,0.0,33.0,734.0
1111.0,26.1792,1227.3919999999998,9966.6,0.0,28.17495,99.7,7819.0,52998.0,24.156,25.72512,22.692,23.18,41.40327,24.12111,0.0,0.0,433.0,735.0
1114.0,26.265600000000003,1210.3639999999998,9966.6,0.0,28.12161,99.4,6070.0,52998.0,24.156,25.747980000000002,22.936,23.18,22.49805,24.12111,0.0,0.0,32.0,735.0
1117.0,26.4816,1211.396,10034.4,0.0,28.06065,99.5,7822.0,52998.0,24.156,25.73655,22.692,22.936,41.36898,24.13254,0.0,0.0,432.0,735.0
1120.0,26.0496,1213.6319999999998,9966.6,0.0,28.01493,99.2,6065.0,52999.0,24.156,25.7556,22.692,23.18,22.50567,24.13254,0.0,0.0,33.0,735.0
1123.0,25.92,1215.696,9966.6,0.0,27.9654,99.2,7827.0,52998.0,23.912,25.747980000000002,22.936,22.936,41.32707,24.13635,0.0,0.0,434.0,735.0
1126.0,25.1856,1230.8319999999999,9966.6,0.0,27.93873,99.5,6064.0,52999.0,24.156,25.747980000000002,22.936,22.936,22.50567,24.14016,0.0,0.0,35.0,735.0
1129.0,25.056,1231.348,9898.8,0.0,27.93873,99.10000000000001,7821.0,52999.0,24.156,25.75941,23.18,23.18,41.40327,24.13254,0.0,0.0,435.0,735.0
1132.0,25.747200000000003,1231.692,9898.8,0.0,27.93492,99.4,6074.0,52998.0,24.156,25.7556,22.936,22.936,22.51329,24.14778,0.0,0.0,37.0,735.0
1135.0,26.0496,1232.0359999999998,9898.8,0.0,27.93492,99.30000000000001,7815.0,52998.0,24.156,25.767030000000002,22.936,22.936,41.43375,24.15159,0.0,0.0,436.0,734.0
1138.0,26.524800000000003,1231.8639999999998,9966.6,0.0,27.93873,99.4,6077.0,52999.0,24.4,25.76322,22.936,22.936,22.52091,24.14778,0.0,0.0,435.0,734.0
1141.0,27.043200000000002,1231.692,10034.4,0.0,27.97302,99.4,7821.0,52998.0,23.912,25.77465,22.936,22.936,41.39946,24.15159,0.0,0.0,436.0,735.0
1144.0,26.913600000000002,1232.0359999999998,9966.6,0.0,28.0035,99.2,6075.0,52999.0,24.4,25.77084,22.936,22.936,22.52472,24.16302,0.0,0.0,434.0,735.0
1147.0,27.0864,1213.9759999999999,9966.6,0.0,28.05684,99.0,7792.0,52998.0,24.4,25.78227,22.692,22.936,41.60901,24.16302,0.0,0.0,431.0,735.0
1150.0,26.8704,1231.8639999999998,9966.6,0.0,28.09875,99.2,6099.0,52997.0,24.156,25.78989,23.18,23.18,22.53996,24.15159,0.0,0.0,31.0,735.0
1153.0,27.043200000000002,1232.0359999999998,9966.6,0.0,28.11399,99.60000000000001,7810.0,52998.0,23.912,25.78989,22.936,23.18,41.50233,24.15921,0.0,0.0,429.0,736.0
1156.0,26.006400000000003,1231.8639999999998,10034.4,0.0,28.09875,99.30000000000001,6090.0,52998.0,24.4,25.79751,22.936,22.936,22.54758,24.1554,0.0,0.0,426.0,735.0
1159.0,25.8336,1249.58,9898.8,0.0,28.07589,99.10000000000001,7802.0,52998.0,24.644,25.79751,22.936,22.936,41.5671,24.1554,0.0,0.0,428.0,734.0
1162.0,25.3152,1231.8639999999998,10034.4,0.0,28.09113,100.7,6096.0,52999.0,24.4,25.805130000000002,22.692,23.18,22.54758,24.15159,0.0,0.0,429.0,735.0
1165.0,24.6672,1231.8639999999998,9966.6,0.0,28.1178,100.5,7808.0,52998.0,24.156,25.81275,22.936,22.936,41.52519,24.1554,0.0,0.0,428.0,735.0
1168.0,24.3216,1231.8639999999998,9966.6,0.0,28.13685,99.80000000000001,6096.0,52999.0,24.156,25.81656,22.936,23.18,22.54758,24.15159,0.0,0.0,25.0,734.0
1171.0,24.624000000000002,1232.0359999999998,9966.6,0.0,28.14828,99.4,7810.0,52998.0,24.156,25.82799,22.936,23.18,41.50233,24.15159,0.0,0.0,426.0,734.0
1174.0,24.7968,1218.62,10034.4,0.0,28.1559,99.60000000000001,6094.0,52997.0,24.4,25.82037,22.936,23.18,22.53996,24.15921,0.0,0.0,428.0,736.0
1177.0,24.6672,1218.62,9898.8,0.0,28.16733,100.4,7808.0,52999.0,24.156,25.82799,22.936,22.936,41.52519,24.16683,0.0,0.0,429.0,735.0
1180.0,24.3216,1218.4479999999999,9898.8,0.0,28.15971,99.5,6100.0,52999.0,24.4,25.82799,22.692,23.424,22.55139,24.16683,0.0,0.0,426.0,735.0
1183.0,24.2784,1200.56,9966.6,0.0,28.144470000000002,99.10000000000001,7803.0,52999.0,24.156,25.83942,22.692,23.18,41.55948,24.17445,0.0,0.0,424.0,734.0
1186.0,24.235200000000003,1200.56,9966.6,0.0,28.125420000000002,99.4,6102.0,52998.0,24.156,25.83561,22.936,22.936,22.56663,24.17064,0.0,0.0,24.0,736.0
1189.0,23.8032,1200.732,9898.8,0.0,28.09113,99.2,7804.0,53000.0,24.156,25.85085,23.18,22.936,41.54805,24.17064,0.0,0.0,422.0,736.0
1192.0,23.4144,1200.56,9966.6,0.0,28.09113,99.4,6106.0,52998.0,24.156,25.83942,22.692,23.18,22.55139,24.16683,0.0,0.0,25.0,736.0
1195.0,23.1552,1200.56,9966.6,0.0,28.12923,99.4,7807.0,52998.0,24.156,25.84704,22.936,23.18,41.52519,24.16683,0.0,0.0,427.0,736.0
1198.0,23.6304,1200.732,9966.6,0.0,28.18638,99.5,6104.0,52998.0,24.4,25.85085,22.936,23.18,22.56663,24.17445,0.0,0.0,429.0,736.0
1201.0,23.976000000000003,1200.388,9966.6,0.0,28.23591,99.4,7803.0,52998.0,24.156,25.86609,22.936,23.18,41.54805,24.17826,0.0,0.0,430.0,735.0
1204.0,25.1856,1200.732,9966.6,0.0,28.29306,99.4,6104.0,53000.0,24.156,25.85847,23.18,22.936,22.5552,24.18969,0.0,0.0,29.0,736.0
1207.0,25.531200000000002,1200.56,10034.4,0.0,28.27401,99.4,7801.0,52998.0,24.4,25.86609,22.692,23.18,41.56329,24.18588,0.0,0.0,429.0,736.0
1210.0,26.4816,1200.904,9898.8,0.0,28.2321,98.9,6110.0,52999.0,24.156,25.87371,23.424,23.18,22.56282,24.1935,0.0,0.0,29.0,735.0
1213.0,26.352,1218.792,9898.8,0.0,28.22829,98.9,7800.0,52999.0,24.4,25.87371,22.936,22.936,41.57853,24.20493,0.0,0.0,431.0,735.0
1216.0,26.654400000000003,1218.2759999999998,9898.8,0.0,28.21305,99.30000000000001,6117.0,52999.0,24.156,25.88514,22.936,22.936,22.56663,24.1935,0.0,0.0,33.0,736.0
1219.0,25.704,1236.336,9898.8,0.0,28.194,99.2,7794.0,52996.0,24.4,25.89276,23.18,22.936,41.61663,24.19731,0.0,0.0,434.0,735.0
1222.0,25.876800000000003,1231.8639999999998,9898.8,0.0,28.17876,99.10000000000001,6115.0,52999.0,24.4,25.88895,23.18,23.424,22.56663,24.21255,0.0,0.0,434.0,736.0
1225.0,26.6976,1231.692,9898.8,0.0,28.17495,99.2,7792.0,52998.0,24.4,25.89276,22.692,22.936,41.62425,24.22398,0.0,0.0,433.0,735.0
1228.0,26.4816,1232.2079999999999,9966.6,0.0,28.13685,99.5,6121.0,52998.0,24.4,25.90038,23.18,23.18,22.58949,24.22779,0.0,0.0,433.0,735.0
1231.0,27.172800000000002,1231.8639999999998,9898.8,0.0,28.106370000000002,99.0,7795.0,52998.0,23.912,25.89657,22.936,23.424,41.60139,24.22398,0.0,0.0,434.0,735.0
1234.0,26.8704,1249.752,9898.8,0.0,28.09875,99.10000000000001,6118.0,52999.0,24.644,25.91181,23.18,23.18,22.58187,24.22398,0.0,0.0,431.0,735.0
1237.0,26.784000000000002,1232.0359999999998,9966.6,0.0,28.1178,99.0,7788.0,52997.0,24.4,25.91562,23.18,22.936,41.6433,24.2316,0.0,0.0,431.0,735.0
1240.0,26.524800000000003,1245.108,10034.4,0.0,28.13685,99.10000000000001,6126.0,52997.0,24.4,25.91562,22.692,23.424,22.5933,24.2316,0.0,0.0,430.0,735.0
1243.0,26.2224,1245.28,9898.8,0.0,28.20924,99.0,7791.0,53000.0,24.156,25.91943,23.18,23.424,41.62425,24.2316,0.0,0.0,428.0,736.0
1246.0,26.136000000000003,1232.0359999999998,9898.8,0.0,28.2702,98.60000000000001,6124.0,53000.0,24.4,25.92324,22.936,23.18,22.58568,24.22017,0.0,0.0,428.0,735.0
1249.0,26.2224,1214.32,9898.8,0.0,28.32354,99.4,7789.0,52997.0,24.644,25.93086,22.936,23.18,41.63568,24.2316,0.0,0.0,427.0,736.0
1252.0,25.92,1236.336,9966.6,0.0,28.36926,99.2,6125.0,52999.0,24.4,25.92705,22.936,23.424,22.59711,24.22779,0.0,0.0,427.0,736.0
1255.0,26.136000000000003,1214.492,10034.4,0.0,28.4226,99.5,7788.0,52999.0,24.156,25.93086,23.18,23.18,41.67378,24.22779,0.0,0.0,429.0,735.0
1258.0,25.747200000000003,1236.6799999999998,9966.6,0.0,28.49118,99.4,6133.0,52998.0,24.156,25.9461,23.18,23.18,22.60473,24.22398,0.0,0.0,30.0,735.0
1261.0,25.4448,1214.148,9898.8,0.0,28.53309,99.10000000000001,7789.0,52998.0,24.156,25.94229,23.18,23.18,41.64711,24.23922,0.0,0.0,431.0,735.0
1264.0,25.488000000000003,1214.148,9966.6,0.0,28.57119,99.0,6130.0,52998.0,24.156,25.95753,22.692,23.18,22.61235,24.23922,0.0,0.0,31.0,735.0
1267.0,25.876800000000003,1214.148,9966.6,0.0,28.61691,98.9,7782.0,52999.0,24.156,25.95753,22.936,23.18,41.72331,24.24303,0.0,0.0,433.0,736.0
1270.0,26.395200000000003,1214.32,10034.4,0.0,28.6893,98.9,6146.0,52998.0,24.644,25.95753,22.936,23.18,22.61616,24.24303,0.0,0.0,433.0,736.0
1273.0,26.4816,1200.732,9898.8,0.0,28.73883,99.7,7785.0,52999.0,24.644,25.96896,22.936,23.424,41.69664,24.25065,0.0,0.0,432.0,735.0
1276.0,26.568,1214.664,10034.4,0.0,28.76931,99.5,6138.0,52999.0,24.156,25.96896,22.936,23.18,22.62378,24.26589,0.0,0.0,33.0,736.0
1279.0,26.7408,1214.32,9966.6,0.0,28.79979,99.30000000000001,7777.0,52998.0,24.644,25.98039,23.18,23.18,41.76141,24.26208,0.0,0.0,431.0,735.0
1282.0,26.568,1214.664,9898.8,0.0,28.83408,99.5,6147.0,52998.0,24.4,25.97277,22.936,23.424,22.62759,24.28113,0.0,0.0,430.0,736.0
1285.0,26.2224,1232.2079999999999,9966.6,0.0,28.87218,99.7,7778.0,52999.0,24.644,25.98801,23.424,23.424,41.74998,24.26208,0.0,0.0,433.0,736.0
1288.0,25.747200000000003,1232.552,9966.6,0.0,28.88742,99.30000000000001,6152.0,52998.0,24.156,25.98801,22.936,23.18,22.62378,24.2697,0.0,0.0,34.0,736.0
1291.0,25.660800000000002,1232.2079999999999,9831.0,0.0,28.92171,99.9,7771.0,52997.0,24.644,25.99182,23.424,23.424,41.77284,24.2697,0.0,0.0,432.0,736.0
1294.0,25.747200000000003,1237.196,9966.6,0.0,28.93314,99.4,6152.0,52998.0,24.156,25.99182,23.18,22.936,22.6314,24.26589,0.0,0.0,30.0,736.0
1297.0,25.876800000000003,1237.024,9966.6,0.0,28.94076,98.80000000000001,7773.0,52998.0,24.4,25.99944,23.18,22.936,41.77284,24.27732,0.0,0.0,428.0,736.0
1300.0,25.4448,1237.368,9966.6,0.0,28.89123,99.0,6159.0,52998.0,24.4,26.00325,23.18,23.424,22.62759,24.27732,0.0,0.0,426.0,736.0
1303.0,25.2288,1237.54,9898.8,0.0,28.84551,98.60000000000001,7774.0,52997.0,24.4,26.00325,23.18,23.18,41.76903,24.2697,0.0,0.0,425.0,736.0
1306.0,24.1488,1215.696,9966.6,0.0,28.81122,99.30000000000001,6158.0,52998.0,24.4,26.01087,23.18,23.424,22.64664,24.2697,0.0,0.0,424.0,736.0
1309.0,23.976000000000003,1215.868,9898.8,0.0,28.8036,99.80000000000001,7768.0,52999.0,24.4,26.01468,22.936,22.936,41.81856,24.2697,0.0,0.0,425.0,736.0
1312.0,24.0624,1216.212,9966.6,0.0,28.7655,99.2,6164.0,52997.0,24.156,26.0223,22.936,23.18,22.65045,24.26589,0.0,0.0,24.0,737.0
1315.0,23.76,1216.04,9898.8,0.0,28.70073,99.30000000000001,7770.0,52998.0,24.4,26.02992,22.936,23.18,41.814750000000004,24.27351,0.0,0.0,425.0,736.0
1318.0,24.192,1202.9679999999998,9966.6,0.0,28.63596,99.80000000000001,6161.0,52998.0,24.4,26.02611,23.18,23.18,22.63521,24.27732,0.0,0.0,426.0,737.0
1321.0,25.142400000000002,1221.3719999999998,9898.8,0.0,28.59024,98.9,7774.0,52998.0,24.644,26.02992,23.424,23.18,41.76903,24.27351,0.0,0.0,423.0,736.0
1324.0,24.5376,1204.1719999999998,9966.6,0.0,28.54833,98.9,6157.0,53000.0,24.644,26.02992,23.18,23.18,22.6314,24.27732,0.0,0.0,423.0,736.0
1327.0,24.624000000000002,1204.5159999999998,10034.4,0.0,28.49499,99.10000000000001,7772.0,52999.0,24.644,26.04135,22.936,23.424,41.79189,24.28113,0.0,0.0,423.0,735.0
1330.0,24.5376,1204.86,10034.4,0.0,28.44165,99.10000000000001,6161.0,52998.0,24.4,26.03373,23.18,23.18,22.64664,24.28113,0.0,0.0,424.0,736.0
1333.0,24.4512,1188.348,9898.8,0.0,28.39212,98.7,7768.0,52996.0,24.156,26.04516,23.424,23.18,41.81856,24.28875,0.0,0.0,424.0,736.0
1336.0,25.142400000000002,1185.7679999999998,9898.8,0.0,28.36164,99.80000000000001,6166.0,52997.0,24.644,26.04516,22.936,22.936,22.64283,24.27732,0.0,0.0,422.0,736.0
1339.0,25.617600000000003,1183.1879999999999,9966.6,0.0,28.3464,99.60000000000001,7765.0,52998.0,24.644,26.05659,22.936,23.424,41.84904,24.28875,0.0,0.0,424.0,736.0
1342.0,25.747200000000003,1197.12,9898.8,0.0,28.35021,98.9,6175.0,52998.0,24.4,26.05278,23.18,23.18,22.65426,24.29256,0.0,0.0,425.0,736.0
1345.0,25.7904,1178.716,9898.8,0.0,28.36545,98.7,7766.0,52998.0,24.4,26.06802,22.936,23.424,41.82618,24.30018,0.0,0.0,426.0,736.0
1348.0,25.142400000000002,1174.76,9898.8,0.0,28.39212,98.80000000000001,6175.0,52996.0,24.156,26.07183,23.18,23.18,22.64283,24.29637,0.0,0.0,28.0,736.0
1351.0,24.753600000000002,1173.8999999999999,9898.8,0.0,28.46451,100.2,7768.0,53000.0,24.4,26.06802,23.18,23.18,41.82237,24.3078,0.0,0.0,430.0,736.0
1354.0,25.5744,1173.7279999999998,9898.8,0.0,28.49118,99.30000000000001,6169.0,52999.0,24.644,26.07564,23.424,23.424,22.65807,24.30018,0.0,0.0,432.0,736.0
1357.0,25.9632,1173.8999999999999,9966.6,0.0,28.53309,100.0,7763.0,52998.0,24.4,26.07564,23.424,23.424,41.83761,24.31161,0.0,0.0,432.0,736.0
1360.0,26.265600000000003,1174.072,10034.4,0.0,28.55214,100.10000000000001,6173.0,52999.0,24.156,26.08326,23.424,23.18,22.66569,24.32685,0.0,0.0,431.0,736.0
1363.0,26.2224,1173.8999999999999,9831.0,0.0,28.56357,98.9,7760.0,52998.0,24.644,26.07945,23.18,22.936,41.86428,24.32685,0.0,0.0,431.0,735.0
1366.0,26.0496,1174.244,9966.6,0.0,28.59405,99.4,6184.0,52998.0,24.156,26.09088,23.424,23.424,22.66188,24.33447,0.0,0.0,32.0,736.0
1369.0,25.747200000000003,1174.072,9966.6,0.0,28.64739,99.5,7765.0,52998.0,24.156,26.09088,22.936,23.424,41.83761,24.33066,0.0,0.0,431.0,735.0
1372.0,25.401600000000002,1174.072,9898.8,0.0,28.64739,99.2,6180.0,52999.0,24.4,26.09469,23.424,23.424,22.65807,24.33828,0.0,0.0,428.0,735.0
1375.0,25.531200000000002,1173.8999999999999,9966.6,0.0,28.64739,99.10000000000001,7761.0,52997.0,24.644,26.0985,23.18,23.18,41.86809,24.3459,0.0,0.0,429.0,738.0
1378.0,25.3584,1191.9599999999998,9898.8,0.0,28.6131,99.80000000000001,6191.0,52998.0,24.644,26.0985,23.424,23.18,22.65426,24.34209,0.0,0.0,426.0,736.0
1381.0,24.6672,1196.26,9898.8,0.0,28.59024,99.0,7760.0,52998.0,24.644,26.10993,23.424,23.18,41.86428,24.33066,0.0,0.0,428.0,736.0
1384.0,24.7968,1174.072,9966.6,0.0,28.62072,99.0,6190.0,52998.0,24.644,26.10612,23.18,23.18,22.65045,24.34209,0.0,0.0,428.0,737.0
1387.0,23.9328,1191.616,9898.8,0.0,28.63215,99.10000000000001,7753.0,52998.0,24.4,26.12136,23.18,23.18,41.910000000000004,24.34971,0.0,0.0,427.0,736.0
1390.0,24.1488,1173.8999999999999,9831.0,0.0,28.60929,99.4,6198.0,52999.0,24.644,26.11374,23.424,23.18,22.66188,24.3459,0.0,0.0,425.0,736.0
1393.0,24.2784,1174.072,9966.6,0.0,28.57119,99.5,7756.0,52998.0,24.644,26.12136,23.18,23.668,41.90238,24.34209,0.0,0.0,423.0,736.0
1396.0,25.056,1174.416,9966.6,0.0,28.53309,99.30000000000001,6192.0,52998.0,24.644,26.1366,22.936,23.18,22.67331,24.3459,0.0,0.0,420.0,737.0
1399.0,24.883200000000002,1160.484,9966.6,0.0,28.54452,99.5,7749.0,52998.0,24.4,26.13279,23.18,23.424,41.94429,24.3459,0.0,0.0,422.0,737.0
1402.0,24.364800000000002,1160.484,9831.0,0.0,28.55214,99.0,6200.0,52998.0,24.644,26.1366,22.936,23.424,22.6695,24.33828,0.0,0.0,423.0,736.0
1405.0,23.846400000000003,1178.5439999999999,9966.6,0.0,28.57881,99.30000000000001,7747.0,52999.0,24.644,26.14041,23.424,23.18,41.95572,24.34209,0.0,0.0,422.0,736.0
1408.0,23.2848,1178.5439999999999,9966.6,0.0,28.58643,99.0,6201.0,52999.0,24.4,26.14803,23.18,23.18,22.66188,24.34209,0.0,0.0,421.0,736.0
1411.0,23.587200000000003,1178.5439999999999,9966.6,0.0,28.54833,100.0,7751.0,52998.0,24.4,26.14422,23.18,23.668,41.91762,24.34971,0.0,0.0,421.0,737.0
1414.0,23.8032,1160.656,9898.8,0.0,28.48737,99.4,6193.0,52998.0,24.644,26.14422,23.18,23.18,22.66569,24.35352,0.0,0.0,422.0,736.0
1417.0,23.587200000000003,1142.9399999999998,10034.4,0.0,28.43022,99.5,7749.0,52998.0,24.4,26.16708,23.18,23.424,41.948100000000004,24.34971,0.0,0.0,421.0,737.0
1420.0,23.5008,1142.596,9898.8,0.0,28.39212,98.80000000000001,6210.0,52998.0,24.644,26.16708,23.18,23.18,22.67331,24.34971,0.0,0.0,422.0,737.0
1423.0,23.5008,1165.128,10034.4,0.0,28.36926,99.10000000000001,7751.0,52998.0,24.644,26.15946,23.18,23.18,41.929050000000004,24.35352,0.0,0.0,423.0,737.0
1426.0,23.1984,1147.24,9898.8,0.0,28.36164,99.4,6205.0,52999.0,24.644,26.17089,23.424,23.424,22.68093,24.35733,0.0,0.0,426.0,737.0
1429.0,23.544,1147.24,9966.6,0.0,28.33497,99.0,7747.0,52999.0,24.4,26.17089,22.936,23.424,41.95191,24.36876,0.0,0.0,423.0,736.0
1432.0,23.328000000000003,1147.4119999999998,9966.6,0.0,28.27782,100.7,6206.0,52998.0,24.644,26.16708,23.18,23.424,22.67712,24.37638,0.0,0.0,420.0,737.0
1435.0,24.364800000000002,1165.3,9966.6,0.0,28.24734,99.30000000000001,7743.0,52997.0,24.4,26.1747,23.18,23.424,41.967150000000004,24.36495,0.0,0.0,422.0,737.0
1438.0,23.976000000000003,1142.7679999999998,10034.4,0.0,28.19781,99.2,6213.0,52999.0,24.644,26.1747,23.424,23.18,22.68474,24.36876,0.0,0.0,422.0,736.0
1441.0,23.6304,1142.9399999999998,9966.6,0.0,28.12161,99.4,7744.0,52998.0,24.644,26.19375,23.18,23.18,41.97477,24.37638,0.0,0.0,423.0,737.0
1444.0,23.846400000000003,1165.3,9898.8,0.0,28.0416,99.4,6212.0,52998.0,24.644,26.18232,23.18,23.668,22.68855,24.38781,0.0,0.0,419.0,737.0
1447.0,24.235200000000003,1164.7839999999999,9898.8,0.0,28.01493,100.10000000000001,7743.0,52998.0,24.4,26.20137,23.424,23.18,41.97858,24.38019,0.0,0.0,421.0,736.0
1450.0,24.7968,1142.596,9966.6,0.0,28.030170000000002,100.2,6211.0,52997.0,24.4,26.20137,22.936,23.668,22.68855,24.37638,0.0,0.0,423.0,737.0
1453.0,24.0192,1129.3519999999999,9966.6,0.0,28.06065,99.10000000000001,7741.0,53000.0,24.4,26.20137,23.18,23.424,41.99763,24.39162,0.0,0.0,425.0,736.0
1456.0,23.8032,1142.596,9831.0,0.0,28.09494,99.10000000000001,6218.0,52997.0,24.644,26.20518,23.18,23.424,22.69617,24.39162,0.0,0.0,424.0,737.0
1459.0,23.8032,1142.7679999999998,9966.6,0.0,28.10256,99.2,7747.0,52999.0,24.4,26.20137,23.18,23.424,41.95953,24.39924,0.0,0.0,423.0,736.0
1462.0,24.7104,1142.7679999999998,9898.8,0.0,28.12923,99.30000000000001,6207.0,52997.0,24.4,26.20899,23.18,23.424,22.69236,24.40305,0.0,0.0,422.0,737.0
1465.0,25.3152,1142.7679999999998,10034.4,0.0,28.163520000000002,99.0,7747.0,52997.0,24.4,26.21661,23.18,23.424,41.97858,24.40686,0.0,0.0,422.0,738.0
