seconds,CO,CO2,PMred,flow,fluetemp,ThermoCo,PMgreen,FlowGrav,COtemp,gastemp,rlas,temp,rboxtemp,glastemp,gboxtemp,chiptemp
115.0,1.3392000000000002,653.428,9831.0,0.0,24.03348,22.6,6594.0,52997.0,26.108,28.54071,25.131999999999998,25.375999999999998,23.07336,26.67762,0.0,744.0
118.0,1.3392000000000002,658.072,9898.8,0.0,24.01824,22.6,7262.0,52998.0,26.108,28.54833,25.375999999999998,25.375999999999998,43.68927,26.67381,0.0,743.0
121.0,1.2096,648.9559999999999,9898.8,0.0,23.98776,22.6,6597.0,52998.0,26.352,28.55214,25.375999999999998,25.131999999999998,23.05812,26.68143,0.0,744.0
124.0,1.2528000000000001,649.1279999999999,9966.6,0.0,23.97633,22.6,7258.0,52998.0,26.108,28.54452,25.131999999999998,25.375999999999998,43.71213,26.67762,0.0,744.0
127.0,1.3392000000000002,648.9559999999999,9831.0,0.0,23.94966,22.6,6596.0,52997.0,26.108,28.55976,25.62,25.62,23.05812,26.68143,0.0,744.0
130.0,1.1664,635.712,9898.8,0.0,23.91918,22.6,7257.0,52997.0,26.352,28.54833,25.131999999999998,25.62,43.73118,26.67,0.0,744.0
133.0,1.1232,635.712,9898.8,0.0,23.91156,22.6,6598.0,52999.0,26.352,28.56357,25.375999999999998,25.131999999999998,23.07336,26.68143,0.0,743.0
136.0,1.296,626.7679999999999,9966.6,0.0,23.8887,22.6,7251.0,52997.0,26.108,28.56357,25.62,25.375999999999998,43.7769,26.68524,0.0,743.0
139.0,1.296,635.54,9898.8,0.0,23.8887,22.6,6601.0,52999.0,26.108,28.56738,25.375999999999998,25.375999999999998,23.06955,26.68143,0.0,743.0
142.0,1.1664,635.8839999999999,9898.8,0.0,23.89632,22.6,7249.0,52998.0,26.108,28.56357,25.375999999999998,25.131999999999998,43.78071,26.68524,0.0,744.0
145.0,1.3824,635.712,9898.8,0.0,23.90775,22.6,6604.0,52997.0,26.596,28.56738,25.375999999999998,25.375999999999998,23.07717,26.68143,0.0,744.0
148.0,1.08,635.8839999999999,9831.0,0.0,23.90775,22.6,7256.0,52998.0,26.352,28.57119,25.62,25.375999999999998,43.76166,26.68143,0.0,744.0
151.0,1.2096,636.228,9898.8,0.0,23.91537,22.6,6605.0,52997.0,26.108,28.57119,25.62,25.131999999999998,23.06574,26.68905,0.0,742.0
154.0,1.3392000000000002,635.54,9898.8,0.0,23.93061,22.6,7251.0,52997.0,26.352,28.57119,25.131999999999998,25.375999999999998,43.78452,26.68143,0.0,744.0
157.0,1.2528000000000001,636.0559999999999,9966.6,0.0,23.93442,22.6,6606.0,52997.0,26.352,28.58262,25.375999999999998,25.375999999999998,23.08098,26.68143,0.0,744.0
160.0,1.1664,635.712,9831.0,0.0,23.94966,22.6,7242.0,52999.0,26.596,28.58262,25.131999999999998,25.131999999999998,43.84929,26.67762,0.0,744.0
163.0,1.1664,635.8839999999999,9898.8,0.0,23.95728,22.6,6608.0,52997.0,26.352,28.57881,25.62,25.375999999999998,23.06193,26.68905,0.0,744.0
166.0,1.08,644.656,9831.0,0.0,23.98014,22.6,7260.0,52998.0,26.352,28.58262,25.375999999999998,25.62,43.74261,26.67762,0.0,744.0
169.0,1.2528000000000001,644.656,9966.6,0.0,23.98776,22.6,6607.0,52997.0,26.596,28.58643,25.375999999999998,25.62,23.08098,26.68143,0.0,744.0
172.0,1.0368,644.828,9898.8,0.0,23.99919,22.6,7244.0,52998.0,26.108,28.58262,25.131999999999998,25.375999999999998,43.83024,26.68524,0.0,744.0
175.0,1.2528000000000001,658.072,9898.8,0.0,24.00681,22.6,6610.0,53000.0,26.596,28.59405,25.375999999999998,25.62,23.06955,26.68905,0.0,743.0
178.0,1.1232,666.6719999999999,10034.4,0.0,24.01443,22.6,7250.0,52999.0,26.108,28.57881,25.375999999999998,25.131999999999998,43.815,26.69667,0.0,744.0
181.0,0.9936,653.428,9966.6,0.0,24.02967,22.5,6610.0,52998.0,26.352,28.58643,25.131999999999998,25.62,23.07336,26.68905,0.0,744.0
184.0,1.1232,653.5999999999999,9966.6,0.0,24.03348,22.5,7249.0,52999.0,26.596,28.59786,25.62,25.62,43.82643,26.69286,0.0,744.0
187.0,1.1232,653.428,9898.8,0.0,24.04872,22.6,6613.0,52998.0,26.352,28.59786,25.131999999999998,25.131999999999998,23.06574,26.68905,0.0,744.0
190.0,1.1664,666.8439999999999,9966.6,0.0,24.06015,22.5,7245.0,52997.0,26.596,28.59405,25.375999999999998,25.62,43.84548,26.68905,0.0,744.0
193.0,0.9936,666.6719999999999,9898.8,0.0,24.0792,22.8,6615.0,52999.0,26.352,28.60167,25.62,25.375999999999998,23.07717,26.69667,0.0,744.0
196.0,1.1664,653.428,10034.4,0.0,24.10206,22.1,7244.0,52998.0,26.596,28.60548,25.131999999999998,25.375999999999998,43.86072,26.69286,0.0,744.0
199.0,1.1232,653.428,10034.4,0.0,24.12492,24.700000000000003,6613.0,52997.0,26.352,28.60929,25.375999999999998,25.375999999999998,23.08098,26.70048,0.0,745.0
202.0,1.512,653.5999999999999,9898.8,0.0,24.14778,23.0,7238.0,52997.0,26.352,28.60548,25.131999999999998,25.62,43.89882,26.70048,0.0,744.0
205.0,1.6416000000000002,667.016,9898.8,0.0,24.17064,24.0,6619.0,52998.0,26.352,28.61691,25.375999999999998,25.375999999999998,23.06955,26.69667,0.0,743.0
208.0,1.512,654.116,9898.8,0.0,24.18588,22.8,7245.0,52999.0,26.108,28.6131,25.375999999999998,25.62,43.87215,26.69667,0.0,745.0
211.0,2.0304,677.5079999999999,9898.8,0.0,24.21255,23.3,6618.0,52998.0,26.596,28.61691,25.131999999999998,25.375999999999998,23.08098,26.70429,0.0,744.0
214.0,2.4624,688.688,9966.6,0.0,24.22779,23.5,7234.0,52998.0,26.352,28.61691,25.131999999999998,25.375999999999998,43.94073,26.70429,0.0,744.0
217.0,2.5056000000000003,677.164,9831.0,0.0,24.25065,24.3,6619.0,52999.0,26.596,28.62834,25.375999999999998,25.131999999999998,23.07336,26.70048,0.0,744.0
220.0,3.3264,692.1279999999999,9898.8,0.0,24.28494,24.200000000000003,7250.0,52998.0,26.596,28.62453,25.131999999999998,25.62,43.8531,26.69667,0.0,744.0
223.0,3.7152000000000003,715.1759999999999,9966.6,0.0,24.31923,25.700000000000003,6621.0,52999.0,26.108,28.63977,25.375999999999998,25.131999999999998,23.08098,26.70429,0.0,744.0
226.0,4.7088,715.52,9966.6,0.0,24.35352,24.400000000000002,7233.0,52998.0,26.596,28.62834,25.131999999999998,25.375999999999998,43.95216,26.70429,0.0,744.0
229.0,5.4,733.064,9831.0,0.0,24.39543,24.6,6620.0,52997.0,26.108,28.63596,25.375999999999998,25.131999999999998,23.07336,26.70048,0.0,744.0
232.0,5.6160000000000005,742.0079999999999,9831.0,0.0,24.43353,24.6,7238.0,52998.0,26.596,28.63977,25.375999999999998,25.131999999999998,43.94073,26.70429,0.0,743.0
235.0,5.3136,742.18,9898.8,0.0,24.45258,25.3,6623.0,52998.0,26.352,28.62834,25.375999999999998,25.375999999999998,23.08098,26.7081,0.0,744.0
238.0,4.8384,760.068,9966.6,0.0,24.464010000000002,25.5,7238.0,52998.0,26.108,28.64739,25.62,25.375999999999998,43.94073,26.7081,0.0,744.0
241.0,4.5792,768.6679999999999,9966.6,0.0,24.46782,25.700000000000003,6623.0,52998.0,26.352,28.63596,25.131999999999998,25.131999999999998,23.07717,26.7081,0.0,745.0
244.0,4.276800000000001,781.9119999999999,9831.0,0.0,24.483060000000002,25.8,7230.0,52998.0,26.596,28.64358,25.375999999999998,25.375999999999998,43.97883,26.7081,0.0,743.0
247.0,4.0176,791.1999999999999,9898.8,0.0,24.47544,26.0,6626.0,52998.0,26.596,28.63977,25.131999999999998,25.131999999999998,23.07336,26.71572,0.0,744.0
250.0,3.6288,777.612,9898.8,0.0,24.47925,26.200000000000003,7232.0,52998.0,26.596,28.64739,25.375999999999998,25.131999999999998,43.97121,26.71191,0.0,744.0
253.0,3.672,791.1999999999999,9831.0,0.0,24.47544,26.6,6626.0,52998.0,26.596,28.64739,25.131999999999998,25.62,23.08479,26.71191,0.0,743.0
256.0,3.672,799.972,9966.6,0.0,24.47544,26.900000000000002,7232.0,52998.0,26.596,28.6512,25.131999999999998,25.62,43.99407,26.71572,0.0,744.0
259.0,3.6288,799.6279999999999,9966.6,0.0,24.46782,27.1,6625.0,52997.0,26.596,28.65882,25.375999999999998,25.375999999999998,23.0886,26.7081,0.0,744.0
262.0,4.1904,799.8,9831.0,0.0,24.45639,27.5,7224.0,52997.0,26.596,28.65882,25.375999999999998,25.375999999999998,44.03598,26.7081,0.0,744.0
265.0,4.0608,799.6279999999999,9898.8,0.0,24.44877,27.6,6627.0,52998.0,26.596,28.65501,25.131999999999998,25.131999999999998,23.09241,26.7081,0.0,744.0
268.0,4.0608,799.6279999999999,9898.8,0.0,24.444960000000002,28.0,7238.0,52998.0,26.596,28.65882,25.375999999999998,25.375999999999998,43.97121,26.7081,0.0,744.0
271.0,4.752000000000001,799.8,9966.6,0.0,24.4221,28.3,6627.0,52998.0,26.596,28.66644,25.375999999999998,25.131999999999998,23.10003,26.70429,0.0,744.0
274.0,5.0112000000000005,813.2159999999999,9898.8,0.0,24.41448,28.400000000000002,7224.0,52998.0,26.596,28.66263,25.375999999999998,25.131999999999998,44.0436,26.70429,0.0,744.0
277.0,4.752000000000001,799.8,9831.0,0.0,24.39924,28.900000000000002,6628.0,52998.0,26.352,28.67025,25.131999999999998,25.131999999999998,23.09241,26.70048,0.0,745.0
280.0,4.6224,799.6279999999999,9898.8,0.0,24.39162,28.900000000000002,7235.0,52999.0,26.352,28.66644,25.131999999999998,25.375999999999998,43.97121,26.71572,0.0,744.0
283.0,4.276800000000001,799.972,9898.8,0.0,24.36876,29.1,6631.0,52997.0,26.596,28.67406,25.62,25.375999999999998,23.08098,26.71572,0.0,745.0
286.0,4.7088,799.972,9966.6,0.0,24.36114,29.400000000000002,7217.0,52998.0,26.352,28.67787,25.375999999999998,25.131999999999998,44.077890000000004,26.71572,0.0,744.0
289.0,4.4064000000000005,799.8,9898.8,0.0,24.33828,29.8,6629.0,52998.0,26.352,28.67787,25.375999999999998,25.131999999999998,23.10384,26.71191,0.0,744.0
292.0,4.5792,791.0279999999999,9831.0,0.0,24.31542,30.0,7229.0,52998.0,26.596,28.67787,25.375999999999998,25.131999999999998,44.02455,26.71191,0.0,744.0
295.0,4.5360000000000005,791.0279999999999,9898.8,0.0,24.3078,30.200000000000003,6630.0,52997.0,26.84,28.68549,25.62,25.62,23.09622,26.71191,0.0,744.0
298.0,4.8384,791.372,9966.6,0.0,24.28113,30.5,7219.0,52997.0,26.596,28.68168,25.62,25.375999999999998,44.08551,26.71191,0.0,745.0
301.0,4.968,791.1999999999999,9898.8,0.0,24.28494,31.0,6630.0,52997.0,26.352,28.68168,25.131999999999998,25.375999999999998,23.13051,26.71572,0.0,745.0
304.0,5.6160000000000005,791.1999999999999,9831.0,0.0,24.2697,31.3,7211.0,53000.0,26.596,28.68549,25.131999999999998,25.375999999999998,44.16552,26.71572,0.0,744.0
307.0,5.7888,791.1999999999999,9898.8,0.0,24.25827,31.5,6634.0,52998.0,26.596,28.69692,25.131999999999998,25.375999999999998,23.11146,26.71572,0.0,744.0
310.0,5.8752,791.0279999999999,9898.8,0.0,24.24684,31.900000000000002,7229.0,52999.0,26.596,28.69692,25.375999999999998,25.131999999999998,44.04741,26.71953,0.0,745.0
313.0,5.961600000000001,791.1999999999999,9966.6,0.0,24.24303,31.700000000000003,6632.0,52999.0,26.596,28.6893,25.375999999999998,25.131999999999998,23.09241,26.71572,0.0,744.0
316.0,5.6592,791.0279999999999,9966.6,0.0,24.22779,32.2,7224.0,52999.0,26.352,28.70073,25.375999999999998,25.131999999999998,44.06646,26.71572,0.0,745.0
319.0,5.5728,791.0279999999999,9966.6,0.0,24.2316,32.7,6632.0,52998.0,26.596,28.70073,25.375999999999998,25.131999999999998,23.10765,26.72334,0.0,744.0
322.0,5.4,791.1999999999999,9966.6,0.0,24.2316,32.800000000000004,7217.0,52997.0,26.352,28.70073,25.131999999999998,25.62,44.10837,26.71572,0.0,744.0
325.0,5.7024,791.0279999999999,9966.6,0.0,24.23541,33.0,6636.0,52997.0,26.352,28.71597,25.375999999999998,25.375999999999998,23.10003,26.72334,0.0,744.0
328.0,5.4,791.1999999999999,9898.8,0.0,24.2316,33.2,7214.0,52998.0,26.596,28.71216,25.375999999999998,25.131999999999998,44.11218,26.72334,0.0,744.0
331.0,5.0112000000000005,791.372,9966.6,0.0,24.23922,33.5,6635.0,52999.0,26.352,28.71597,25.131999999999998,25.62,23.11527,26.73096,0.0,744.0
334.0,5.0544,791.1999999999999,9898.8,0.0,24.23922,33.7,7219.0,52999.0,26.352,28.71597,25.375999999999998,25.62,44.10837,26.72334,0.0,745.0
337.0,4.9248,791.1999999999999,9966.6,0.0,24.24684,34.0,6634.0,52998.0,26.596,28.71978,25.375999999999998,25.375999999999998,23.11146,26.72715,0.0,744.0
340.0,5.1408000000000005,777.9559999999999,9898.8,0.0,24.25065,34.1,7215.0,52998.0,26.596,28.71216,25.131999999999998,25.375999999999998,44.13885,26.72334,0.0,744.0
343.0,5.2704,777.9559999999999,9898.8,0.0,24.25446,34.4,6636.0,52998.0,26.352,28.70835,25.375999999999998,25.131999999999998,23.12289,26.72715,0.0,744.0
346.0,5.2272,791.1999999999999,9966.6,0.0,24.24684,34.4,7217.0,52998.0,26.596,28.71216,25.131999999999998,25.375999999999998,44.12742,26.72715,0.0,745.0
349.0,5.2272,791.0279999999999,9966.6,0.0,24.23922,34.800000000000004,6636.0,52999.0,26.596,28.7274,25.131999999999998,25.131999999999998,23.10765,26.72334,0.0,745.0
352.0,4.968,791.372,9898.8,0.0,24.2316,34.9,7220.0,52998.0,26.352,28.71978,25.375999999999998,25.375999999999998,44.10837,26.72334,0.0,745.0
355.0,4.8384,791.372,9966.6,0.0,24.23541,35.1,6635.0,52998.0,26.84,28.72359,25.375999999999998,25.375999999999998,23.11527,26.73096,0.0,746.0
358.0,5.2704,782.5999999999999,9966.6,0.0,24.22779,35.6,7211.0,52998.0,26.84,28.73502,25.131999999999998,25.375999999999998,44.173140000000004,26.73096,0.0,744.0
361.0,5.486400000000001,778.3,9898.8,0.0,24.2316,35.800000000000004,6638.0,52998.0,26.352,28.7274,25.375999999999998,25.131999999999998,23.12289,26.72715,0.0,745.0
364.0,5.1408000000000005,778.1279999999999,9966.6,0.0,24.24303,36.0,7207.0,52999.0,26.596,28.7274,25.375999999999998,25.131999999999998,44.17695,26.73096,0.0,745.0
367.0,5.2704,791.372,9831.0,0.0,24.23922,36.1,6638.0,52997.0,26.596,28.73502,25.131999999999998,25.131999999999998,23.11527,26.72715,0.0,745.0
370.0,5.4,791.544,9966.6,0.0,24.25065,36.300000000000004,7215.0,52998.0,26.596,28.73883,25.375999999999998,25.375999999999998,44.15028,26.73096,0.0,745.0
373.0,5.184,782.5999999999999,9966.6,0.0,24.25065,36.300000000000004,6637.0,52996.0,26.352,28.73502,25.62,25.131999999999998,23.13051,26.74239,0.0,744.0
376.0,5.4,791.7159999999999,9966.6,0.0,24.24303,36.6,7215.0,52998.0,26.596,28.73883,25.375999999999998,25.62,44.14266,26.73096,0.0,744.0
379.0,5.5296,791.8879999999999,9966.6,0.0,24.25446,36.9,6639.0,52999.0,26.84,28.74645,25.375999999999998,25.375999999999998,23.11908,26.73858,0.0,745.0
382.0,4.968,783.116,9966.6,0.0,24.26208,37.2,7211.0,52997.0,26.84,28.73883,25.131999999999998,25.375999999999998,44.17695,26.73477,0.0,744.0
385.0,5.184,783.2879999999999,9966.6,0.0,24.25827,37.5,6639.0,52998.0,26.596,28.74264,25.131999999999998,25.375999999999998,23.12289,26.73096,0.0,745.0
388.0,5.7888,769.6999999999999,9966.6,0.0,24.26208,37.800000000000004,7203.0,52997.0,26.596,28.74645,25.375999999999998,25.131999999999998,44.22267,26.73477,0.0,745.0
391.0,6.1344,761.0999999999999,9831.0,0.0,24.2697,38.0,6639.0,52999.0,26.84,28.74264,25.131999999999998,25.131999999999998,23.1267,26.74239,0.0,745.0
394.0,6.1776,774.8599999999999,9898.8,0.0,24.26208,38.300000000000004,7204.0,52999.0,26.352,28.75788,25.131999999999998,25.131999999999998,44.21505,26.73858,0.0,744.0
397.0,6.696000000000001,783.4599999999999,9966.6,0.0,24.2697,38.400000000000006,6640.0,52999.0,26.596,28.75407,25.131999999999998,25.131999999999998,23.13051,26.74239,0.0,745.0
400.0,6.7824,770.3879999999999,10034.4,0.0,24.25446,38.5,7189.0,52998.0,26.84,28.75407,25.375999999999998,25.375999999999998,44.30268,26.75001,0.0,744.0
403.0,6.9552000000000005,783.9759999999999,9898.8,0.0,24.24303,38.7,6642.0,52998.0,26.84,28.75407,24.887999999999998,25.375999999999998,23.13813,26.74239,0.0,744.0
406.0,6.6096,784.3199999999999,9966.6,0.0,24.25065,38.6,7206.0,52998.0,26.352,28.75788,25.375999999999998,25.131999999999998,44.230290000000004,26.74239,0.0,745.0
409.0,6.1344,784.3199999999999,9898.8,0.0,24.24303,39.2,6641.0,52996.0,26.352,28.76931,25.375999999999998,25.131999999999998,23.13813,26.73858,0.0,744.0
412.0,5.7456000000000005,784.8359999999999,9966.6,0.0,24.25065,39.6,7204.0,52998.0,26.84,28.75788,25.131999999999998,25.131999999999998,44.21886,26.73477,0.0,745.0
415.0,5.832000000000001,793.9519999999999,9831.0,0.0,24.25065,39.7,6641.0,52999.0,26.352,28.7655,25.375999999999998,25.375999999999998,23.13813,26.7462,0.0,745.0
418.0,6.2208000000000006,794.64,10102.199999999999,0.0,24.26208,40.2,7196.0,52998.0,26.596,28.76169,24.887999999999998,25.131999999999998,44.27601,26.74239,0.0,745.0
421.0,5.7456000000000005,795.156,9898.8,0.0,24.25446,40.300000000000004,6643.0,52998.0,26.596,28.7655,25.375999999999998,25.375999999999998,23.14575,26.7462,0.0,745.0
424.0,6.1776,795.328,9898.8,0.0,24.25065,40.6,7198.0,52998.0,26.352,28.7655,25.375999999999998,25.131999999999998,44.27601,26.75001,0.0,745.0
427.0,6.6528,795.328,9898.8,0.0,24.23922,40.900000000000006,6643.0,52998.0,26.596,28.7655,25.375999999999998,25.375999999999998,23.15337,26.75001,0.0,744.0
430.0,6.566400000000001,793.78,9898.8,0.0,24.25065,41.0,7197.0,52996.0,26.84,28.76931,25.131999999999998,25.131999999999998,44.287440000000004,26.74239,0.0,745.0
433.0,6.912000000000001,799.8,9966.6,0.0,24.25065,41.1,6644.0,52999.0,26.84,28.78455,25.375999999999998,25.131999999999998,23.13432,26.75382,0.0,745.0
436.0,6.9984,796.704,9966.6,0.0,24.25065,41.400000000000006,7205.0,52999.0,26.352,28.77312,25.375999999999998,25.375999999999998,44.24172,26.75382,0.0,745.0
439.0,7.041600000000001,784.8359999999999,9898.8,0.0,24.24684,41.7,6643.0,52998.0,26.596,28.77693,25.131999999999998,25.375999999999998,23.13051,26.75763,0.0,745.0
442.0,7.992,792.06,9898.8,0.0,24.25827,41.900000000000006,7206.0,53000.0,26.352,28.78455,25.131999999999998,25.375999999999998,44.22648,26.74239,0.0,745.0
445.0,7.905600000000001,791.372,9966.6,0.0,24.25065,42.2,6645.0,52997.0,26.84,28.77693,25.131999999999998,25.131999999999998,23.12289,26.75382,0.0,744.0
448.0,7.6032,791.0279999999999,9831.0,0.0,24.25827,42.300000000000004,7207.0,52998.0,26.596,28.78836,25.131999999999998,25.131999999999998,44.24172,26.75763,0.0,745.0
451.0,7.4736,791.0279999999999,9966.6,0.0,24.24684,42.5,6645.0,52997.0,26.352,28.78455,25.131999999999998,25.131999999999998,23.14575,26.75763,0.0,745.0
454.0,6.9552000000000005,791.1999999999999,9966.6,0.0,24.25065,42.7,7192.0,52998.0,26.596,28.78455,25.375999999999998,25.131999999999998,44.325540000000004,26.75763,0.0,745.0
457.0,6.7824,791.0279999999999,9898.8,0.0,24.24303,42.900000000000006,6647.0,52999.0,26.84,28.78074,25.375999999999998,25.131999999999998,23.14956,26.75382,0.0,745.0
460.0,6.091200000000001,791.0279999999999,9898.8,0.0,24.23541,43.0,7190.0,52998.0,26.596,28.78455,25.131999999999998,25.131999999999998,44.33316,26.75382,0.0,745.0
463.0,5.6160000000000005,791.1999999999999,9966.6,0.0,24.23922,43.1,6645.0,52999.0,26.352,28.79217,25.375999999999998,25.375999999999998,23.15718,26.75382,0.0,745.0
466.0,5.356800000000001,791.1999999999999,9898.8,0.0,24.2316,43.400000000000006,7192.0,52998.0,26.84,28.78836,24.887999999999998,25.375999999999998,44.32173,26.75763,0.0,745.0
469.0,4.7952,791.372,9898.8,0.0,24.2316,43.7,6644.0,52998.0,26.352,28.79598,25.131999999999998,24.887999999999998,23.17623,26.75763,0.0,745.0
472.0,4.5360000000000005,782.4279999999999,9966.6,0.0,24.23541,43.900000000000006,7186.0,52998.0,26.84,28.78455,25.375999999999998,25.131999999999998,44.37507,26.75382,0.0,745.0
